Un semn vizibil în luxația congenitală bilaterală este:;Genunchii în var;Membrele inferioare în valg;Abdomenul retras;B
Spondilolisteza apare frecvent la:;Gimnaști și halterofili;Persoane sedentare;Persoane cu scolioză congenitală;A
Care este simptomul asociat cu spondilolisteza?;Lordoză accentuată, dureroasă și uneori cu deficit senzitivo-motor;Cifoză lombară;Rigiditate cervicală;A
Tratamentul ortopedic al spondilolistezei include:;Corset lombostat înalt până la unghiurile scapulare;Fizioterapie exclusivă;Imobilizare completă cu ghips toracic;A
Examenul dinamic în luxația bilaterală relevă:;Mers rapid și eficient;Mers lent, legănat, ca de rață;Tulburări de echilibru izolate;B
O limitare importantă în luxația bilaterală este:;Flexia trunchiului;Abducția și rotația externă a coapsei;Extensia genunchilor;B
Lordozele reumatismale apar în:;Reumatismul cronic deformant;Osteoporoză senilă;Scolioză funcțională;A
Un semn al lordozei reumatismale este:;Absenta durerii;Durere și contractură lombară;Rigiditate completă;B
În coxa vara, unghiul cervico-diafizar:;Crește peste 135°;Scade sub valoarea normală de 125-135°;Rămâne neschimbat;B
O caracteristică importantă în coxa vara este:;Lărgirea bazinului la nivelul diametrului bitrohanterian;Îngustarea articulațiilor intervertebrale;Hipertrofia mușchilor fesieri;A
Lordozele paralitice apar în urma:;Fracturilor lombare;Parezelor sau paraliziilor musculaturii abdominale;Traumelor cervicale;B
Care este cauza principală a lordozelor miopatice?;Procese degenerative articulare;Atrofie musculară progresivă;Sarcină avansată;B
O caracteristică a lordozelor miopatice este:;Rigiditate permanentă;Păstrarea mobilității coloanei vertebrale;Durere severă la mers;B
Lordoza în coxa vara este:;Lungă și mobilă;Scurtă, adâncă și suplă;Total rigidă;B
Lordozele carențiale sunt determinate de:;Hipertrofia musculară;Hipotonia musculară și insuficiența ligamentară;Luxația de șold;B
O caracteristică a lordozelor carențiale este:;Apar doar la nivel cervical;Sunt lungi și depășesc zona lombară;Sunt localizate strict toracic;B
Lordoza carențială se compensează cu:;Hipercifoză lombară;Cifoză deasupra, realizând cifolordoză;Scolioză laterală;B
Lordozele traumatice se produc în urma:;Traumatismelor vertebrale sau coxofemurale;Tulburărilor neurologice;Contracturii musculare;A
Spondiloliza reprezintă:;Sudarea vertebrelor lombare;Topirea pediculilor vertebrali;Fractura corpurilor vertebrale;B
Cifolordozele sunt definite ca:;Încovoiere laterală;Încovoiere exagerată concomitentă, cifotică și lordotică;Înălțare anormală a bazinului;B
Cifolordozele primitive apar în:;Cifoze severe netratate;Rahitism sau reumatism;Traumatisme lombare;B
Ce permite somatoscopia în cadrul diagnosticului?;Evaluarea rigidității musculare;Aprecierea staturii, nutriției și semnelor clinice;Examinarea neurologică;B
Ce instrument se folosește în studiul aliniamentelor?;Electromiograf;Fir cu plumb;Ecran radiologic;B
În cazul cifozelor, la firul cu plumb:;Este tangent doar punctul dorsal, în vârful curburii;Se obțin deviații laterale;Nu se evidențiază nicio curbură;A
Diagnosticul pozitiv al deficiențelor coloanei se stabilește prin:;Doar examen clinic;Metode subiective și obiective;Test muscular izolat;B
Ce constă în somatometrie?;Măsurători antropometrice generale și speciale;Radiografie toracică;Ecografie vertebrală;A
Proba de flexie în plan sagital este insuficientă când:;Pacientul atinge solul cu palmele;Degetele nu ating picioarele;Pacientul menține poziția dreaptă;B
Diagnosticul diferențial între cifoză funcțională și patologică se face prin:;Testarea reflexelor;Executarea mișcării de extensie a trunchiului;Radiografie pulmonară;B
Care este o complicație frecventă a deviațiilor coloanei vertebrale?;Insuficiență respiratorie;Creșterea forței musculare;Îmbunătățirea mobilității;A
Cum afectează curbura exagerată a coloanei mecanismul coastelor?;Îl stimulează;Scade amplitudinea mișcării;Îl elimină complet;B
În deviațiile coloanei, terenul este favorabil pentru apariția:;Bronșitelor și tuberculozei pulmonare;Afecțiunilor hepatice;Tulburărilor renale;A
O consecință cardiovasculară a deviațiilor coloanei este:;Hipotensiunea arterială;Cardiopatia ischemică;Tromboflebita;B
Care este rolul examenului radiologic în deviațiile coloanei?;Evaluează doar mușchii spatelui;Permite vizualizarea structurii și deviațiilor coloanei;Măsoară masa musculară;B
Unghiul curburii patologice se măsoară prin metoda:;Adams;Cobb;Scolimetrică;B
În metoda Cobb, unghiul se determină trasând linii din:;Vertebrele neutre;Coastele inferioare;Vertebrele cervicale;A
Tratamentul deviațiilor coloanei trebuie:;Standardizat pentru toți pacienții;Individualizat în funcție de tip, formă și localizare;Aplicat doar la adulți;B
În formele funcționale, tratamentul constă:;Doar în imobilizare;Exclusiv în mijloace kinetice;În intervenții chirurgicale;B
În formele patologice structurate, tratamentul include:;Doar masaj;Tratament medicamentos, ortopedic și/sau chirurgical;Doar exerciții fizice;B
Profilaxia primară vizează:;Creșterea înălțimii;Menținerea aliniamentului normal al coloanei;Întărirea exclusivă a mușchilor lombari;B
Profilaxia posturală include:;Evitarea somnului pe spate;Adoptarea posturilor corecte în activitățile cotidiene;Ridicarea zilnică de greutăți;B
Un exemplu de poziție corectă în decubit dorsal presupune:;Pat moale și pernă mare;Pat tare, pernă mică și șolduri-extinse;Saltea moale, genunchi flectați;B
În poziția așezat, pentru corectarea posturii, este necesar:;Sprijinul spatelui până la nivelul scapulelor;Aplecarea constantă a trunchiului;Relaxarea completă a spatelui;A
Adoptarea poziției corecte la masa de lucru presupune:;Sprijinirea antebrațelor pe masă;Ridicarea umerilor;Flexarea exagerată a trunchiului;A
Tratamentul formelor funcționale include în principal:;Imobilizare totală;Exerciții fizice;Terapie medicamentosă;B
Un obiectiv al kinetoterapiei este:;Formarea unui reflex de atitudine corectă și automatizată;Creșterea lordozei lombare;Imobilizarea zonei toracale;A
Tonifierea musculaturii în condiții de scurtare se realizează prin:;Mișcări excentrice în cursă externă;Mișcări concentrice în cursă internă;Întinderi pasive;B
Pentru tonifierea musculaturii alungite se folosesc:;Mișcări excentrice în cursă externă;Mișcări de flexie forțată;Contracturi statice;A
Programul de recuperare prin mijloace kinetice durează:;15 minute;Aproximativ 45 minute;2 ore zilnic;B
Inițial, programul de recuperare se execută:;Doar acasă;Individual, sub supravegherea kinetoterapeutului;Exclusiv în grup;B
Un exemplu de poziție utilizată în recuperarea cifozei tipice dorsale este:;Decubit dorsal cu genunchii flectați;Pe genunchi, șezând pe călcâie, cu sprijin pe palme;Decubit lateral;B
Un exercițiu specific de tonifiere a spatelui constă în:;Flexia trunchiului;Menținerea trunchiului în extensie în plan posterior;Relaxarea lombară;B
Pentru tonifierea regiunii anterioare a toracelui se folosesc:;Mișcări excentrice în cursă externă;Flexii laterale;Ridicarea pasivă a umerilor;A
Mobilizările dinamice ale trunchiului includ:;Extensii, înclinări laterale, răsuciri și circumducții în plan posterior;Flexii forțate în plan anterior;Contracturi izometrice lombare;A
Mobilizările membrelor superioare se execută:;În plan anterior, sub linia umerilor;În plan posterior, la nivelul sau deasupra liniei umerilor;Lateral, cu brațele flectate;B
Exercițiile cu obiecte sau la aparate se vor executa:;Doar la nivel lombar;Respectând planurile specifice fiecărui segment;Fără control al mișcărilor;B
Exercițiile utilitar-aplicative pot include:;Târâre, echilibru, suspensii în căpăstru Glison;Salturi pe o parte;Întinderi pasive exclusive;A
Masajul recomandat în programul de recuperare este:;Relaxant pentru spate și decontracturant toracic;Exclusiv anticelulitic;Doar pe membrele inferioare;A
Se contraindică următoarele mișcări:;Circumducții în plan anterior ale trunchiului;Extensii ale trunchiului;Tonifiere a regiunii anterioare;A
În cazul cifozei atipice totale, întreaga musculatură a spatelui este:;Scurtată;Alungită;Rigidizată;B  
Un mijloc de compensare în cifoza atipică totală este:;Flexia genunchilor (genu flexum);Extensia exagerată a trunchiului;Contracția lombară;A  
Pentru prevenirea cifozei dorsale compensatorii, membrele inferioare se mențin:;În plan posterior;În plan lateral;În plan superior;A  
În cifoza atipică lombară, musculatura sacrolombară este:;Hipertrofiată;Alungită;Total rigidă;B  
Față de cifoza dorsală, în cifoza atipică lombară, membrele superioare se mențin:;În plan posterior;În plan anterior;În plan superior;B  
În mobilizările trunchiului pentru cifoza atipică lombară se execută mișcări de:;Flexie, îndoiri laterale, răsuciri și circumducții în plan anterior;Extensie lombară;Rigidizare statică;A  
În lordoza tipică lombară, pentru tonifierea musculaturii abdominale se folosesc:;Exerciții statice și active libere în flexie;Întinderi pasive;Exerciții exclusive de extensie;A  
Tonifierea musculaturii sacrolombare se realizează:;Doar prin masaj;Prin exerciții statice și active libere aplicabile musculaturii alungite;Exclusiv prin extensii forțate;B  
În tratamentul cifolordozei, curbura cifotică dorsală se fixează cu ajutorul:;Membrelor inferioare;Membrelor superioare;Bazinului;B  
Pentru fixarea lordozei lombare în cifolordoză se folosesc:;Membrele inferioare;Membrele superioare;Bazinul posterior;A  
În exercițiile statice pentru cifolordoză se alternează:;Poziții vicioase cu poziții corecte;Poziții corecte cu poziții corecte hipercorective;Poziții de repaus cu poziții de mers;B  
O poziție recomandată pentru fixarea cifozei dorsale este:;Stând cu trunchiul înclinat anterior;Pe genunchi cu trunchiul flectat și sprijin la scara fixă;În decubit lateral;B  
Fixarea lordozei lombare se poate face prin:;Aducerea trunchiului în plan posterior;Sprijinirea unui membru inferior pe un suport la nivelul șoldului;Îndoirea coloanei cervicale;B  
O poziție corectă pentru redresarea ambelor curburi este:;Decubit dorsal;Stând cu spatele îndoit;Aplecarea laterală a trunchiului;A  
Exercițiile dinamice pentru cifolordoză includ:;Extensii dorsale și flexii lombare;Flexii cervicale;Contracturi izometrice lombare;A  
Pentru amplificarea redresării coloanei la nivel superior se execută:;Flexii lombare;Extensii și rotații externe ale membrelor superioare;Flexii anterioare ale umerilor;B  
Mobilizările membrelor inferioare care ajută redresarea inferioară includ:;Extensii lombare;Flexii, circumducții, adducții și abducții;Mișcări de flexie cervicală;B  
Corectarea prin aparate gipsate succesive are ca scop:;Limitarea mobilității;Realizarea elongației progresive a coloanei;Creșterea rigidității;B  
Corsetul Milwaukee se folosește:;Exclusiv pe timp de noapte;Permanent sau intermitent, în funcție de gravitatea deficienței;Doar la copii;B  
Tratamentul medicamentos al deviațiilor coloanei este:;Standardizat;Individualizat de medic în funcție de etiologie;Aplicat doar postoperator;B  
Tratamentul ortopedic este indicat în cazul:;Deformațiilor structurale osteoarticulare accentuate;Deviațiilor funcționale ușoare;Contracțiilor musculare minore;A  
Aparatele corectoare pasive includ:;Exerciții de stretching;Aparate gipsate, corsete, orteze;Fizioterapie exclusivă;B  
Tratamentul chirurgical al deviațiilor coloanei se aplică:;Foarte frecvent;Foarte rar, doar în cazuri grave evolutive;La orice scolioză;B  
Kinetoterapia în tratamentul formelor patologice se aplică:;Doar după intervenția chirurgicală;Preoperator, înainte de corecția gipsată, în timpul imobilizării și după corset;Doar postoperator;B  
Scopul kinetoterapiei înainte de corecția gipsată este:;Întărirea exclusivă a mușchilor abdominali;Asuplizarea coloanei pentru ușurarea redresării;Blocarea mobilității;B  
În timpul purtării corsetului ortopedic, kinetoterapia are rolul de:;Întărire a musculaturii și ameliorare a corecției;Reducere a mobilității;Exclusiv masaj de relaxare;A  
După scoaterea corsetului, kinetoterapia urmărește:;Doar întărirea lombară;Redresarea posturală și integrarea în gestica cotidiană;Relaxare completă;B  
Corectarea voluntară a curburii coloanei se exersează:;O dată pe săptămână;Zeci de ori pe zi, în reprize scurte;Exclusiv sub supravegherea medicului;B  
În cazurile ușoare de cifoză toracală, când gradul curburii nu depășește 40-50°, se poate recurge:;Numai la tratament chirurgical;Exclusiv la tratament kinetic;La imobilizare completă;B  
Un aparat clasic folosit pentru corectarea deviațiilor vertebrale este:;Corsetul Milwaukee;Orteza de gleznă;Gulerul cervical;A  
Deficiențele tridimensionale ale coloanei vertebrale sunt reprezentate de:;Lordoze;Scolioze;Cifoze;B  
Cum mai sunt denumite în literatura de specialitate scoliozele?;Deficiențe în plan transversal;Deficiențe în plan frontal;Deficiențe în plan sagital;B  
De ce este mai corect să numim scoliozele deficiențe tridimensionale?;Afectează doar planul frontal;Afectează toate cele trei planuri anatomice: frontal, transversal și sagital;Afectează exclusiv planul sagital;B  
În plan frontal, scolioza se manifestă prin:;Deviere laterală a coloanei cu una sau mai multe încurbări alterne;Alungirea excesivă a coloanei;Compresia discurilor intervertebrale;A  
Scolioza cu o singură curbură poartă denumirea de:;Scolioză multiplă;Scolioză în C;Scolioză atipică;B  
Scolioza în C poate fi:;Totală sau parțială;Doar lombară;Doar cervicală;A  
Când scolioza în C afectează coloana dorsală, hemitoracele de partea convexității:;Se îngustează;Se lărgește;Rămâne neschimbat;A  
O scolioză în C rămâne unică dacă:;Tonusul muscular este bun și capul se menține deasupra centrului de greutate;Există hipotonie musculară;Se instalează o cifoza compensatorie;A  
În prezența hipotoniei musculare poate apărea:;Scolioza în X;Scolioza în S;Lordoza multiplă;B  
O scolioză cu trei curburi apare:;În caz de hipertonie musculară;Datorită aceleiași cauze ca scolioza primitivă;Doar la copii sub 5 ani;B  
Denumirea scoliozei are în vedere:;Gradul de înclinare a trunchiului;Orientarea convexității încurbării;Înălțimea pacientului;B  
În cazul scoliozelor cu mai multe încurbări, se menționează:;Doar curbura secundară;Mai întâi sensul curburii primitive, apoi al celor secundare;Doar curbura lombară;B  
În plan transversal, în scolioză se produce:;Îndreptarea vertebrelor;Rotația corpurilor vertebrale cu orientarea apofizelor spinoase spre convexitate;Alungirea coloanei;B  
Rotația corpurilor vertebrale în scolioză determină:;Rigidizarea permanentă;Afectarea exclusivă a discurilor intervertebrale;Orientarea apofizelor spinoase spre convexitate;C  
Incurbările laterale și rotația vertebrelor sunt prezente:;Doar în scoliozele patologice;Atât în scoliozele funcționale cât și în cele patologice;Exclusiv în scolioza congenitală;B  
În evoluție, scoliozele funcționale pot prezenta:;Deviații suplimentare;Îndreptarea coloanei;Creșterea masei musculare;A  
Scolioza localizată la nivelul coloanei dorsale implică:;Deplasarea bazinului anterior;Rotația vertebrală și proeminența coastelor (gibozitate);Scurtarea membrelor inferioare;B  
Gibozitatea este cauzată de:;Proeminența mușchilor paravertebrali;Accentuarea încurbării și proeminența arcurilor costale;Contractura abdominală;B  
Scolioza totală afectează:;Doar coloana lombară;Întreaga coloană vertebrală;Exclusiv coloana cervicală;B  
Scolioza parțială se limitează la:;O regiune a coloanei vertebrale;Întreg toracele;Membrele inferioare;A  
În scolioza cu trei curburi, prima se numește:;Curbură secundară;Curbură primitivă;Curbură finală;B  
Scolioza în S se instalează:;În prezența hipotoniei musculare;Doar la sportivi;Exclusiv după intervenție chirurgicală;A  
În scolioza în C cu tonus muscular bun, capul:;Coboară sub nivelul trunchiului;Se menține deasupra centrului de greutate;Se înclină anterior;B  
În plan sagital, deviațiile din scolioză sunt cauzate de:;Rotația corpurilor vertebrale;Cifoza primitivă;Lordoza compensatorie;A  
Proeminența arcurilor costale se observă:;Doar la nivel lombar;În scoliozele dorsale cu rotație vertebrală;În lordoze;B  
Scoliozele funcționale, chiar din faze inițiale, pot prezenta:;Rigiditate completă;Deviații în plan sagital;Dezvoltare musculară exagerată;B  
În scoliozele patologice, deviațiile:;Apar doar tardiv;Sunt evidente chiar din fazele inițiale;Nu sunt prezente;B  
Gibozitatea apare ca urmare a:;Alungirii musculaturii spatelui;Accenturării încurbării și rotației coastelor;Rigidizării discurilor intervertebrale;B  
Deviațiile în cele trei planuri anatomice definesc:;Doar scolioza congenitală;Deficiențele tridimensionale ale coloanei vertebrale;Cifozele funcționale;B  
O scolioză cu o singură curbură dorsală determină:;Îngustarea hemitoracelui de partea convexității;Alungirea toracelui;Lățirea hemitoracelui opus convexității;A  
În scolioza severă, aspectul gibozității costale posterioare devine:;Ușor vizibil;Monstruos;Asimptomatic;B  
Corespunzător gibozității costale posterioare apare pe partea opusă:;O gibozitate anterioară mai puțin evidentă;Un trunchi simetric;O lordoză compensatorie;A  
În scolioza în C sau S la nivel lombar, rotația corpurilor vertebrale determină:;Dispariția proeminențelor vertebrale;Proeminența apofizelor transverse și gibozități paraspinale;Contracția lombară;B  
Scolioza habituală se produce prin:;Leziuni vertebrale;Deprinderea unei atitudini vicioase asimetrice;Contractură musculară congenitală;B  
Un exemplu de cauză a scoliozei habituală este:;Așezarea corectă pe scaun;Sprijinul prelungit unipodal (atitudine "soldie");Relaxarea trunchiului;B  
Scolioza profesională este determinată de:;Activități simetrice;Poziții asimetrice specifice profesionale sau sportive;Efort fizic ușor;B  
Scolioza statică apare ca urmare a:;Rigidizării coloanei;Asimetriei morfologice a bazinului și membrelor inferioare;Exercițiilor fizice excesive;B  
O cauză frecventă a scoliozei statice este:;Hipertrofia mușchilor abdominali;Inegalitatea lungimii membrelor inferioare;Contractura cervicală;B  
Proba redresării curburii se realizează prin:;Întinderea membrelor superioare;Înălțarea bazinului sau a membrului inferior;Flexarea trunchiului;B  
În privința sexului, scolioza afectează mai frecvent:;Bărbații;Femeile;Raportul este egal;B  
Scolioza este mai frecventă și mai gravă în:;Africa și India;Europa Centrală;America de Sud;B  
Scolioza nou-născutului se produce din cauza:;Hipotoniei musculare;Pozițiilor asimetrice intrauterine;Traumelor lombare;B  
Prognosticul scoliozei nou-născutului este:;Favorabil;Grav;Ireversibil;A  
Scoliozele funcționale se mai numesc:;Scolioze structurale;Atitudini scoliotice;Lordoze compensatorii;B  
Scoliozele funcționale se caracterizează prin:;Modificări morfologice permanente;Absența modificărilor morfologice decelabile radiologic;Dezvoltare osoasă accelerată;B  
Coloana vertebrală în scoliozele funcționale este:;Rigidă;Suplă, reductibilă;Total imobilă;B  
Scolioza tuberculoasă apare în:;Scolioza congenitală;Morb Pott, prin tasarea corpurilor vertebrale;Reumatism cronic;B  
Scolioza paralitică este consecința:;Fracturilor vertebrale;Leziunii neuronilor motori anteriori (ex. poliomielită);Tensiunii musculare excesive;B  
Obiectivele programului recuperator în scolioza paralitică includ:;Imobilizarea completă;Tonifierea musculaturii și creșterea mobilității toracelui;Reducerea forței musculare;B  
În scoliozele de etiologie rară, coloana vertebrală este:;Rigidă și deformă;Mult timp mobilă și fără deformări majore;Irigată insuficient;B  
Exemple de afecțiuni care pot cauza scolioze de etiologie rară sunt:;Boala Scheuermann, neurofibromatoza Recklinghausen;Gastrită cronică;Luxația de șold bilaterală;A  
Scoliozele structurale cu etiologie necunoscută se mai numesc:;Postraumatice;Esentiale sau idiopatice;Statice;B  
Ponderea scoliozelor esențiale/idiopatice din totalul scoliozelor este de:;10%;85%;50%;B  
Scolioza infantilă debutează:;După 12 ani;Sub 4 ani;Între 4-6 ani;B  
Scolioza infantilă are de regulă localizare:;Toracică stângă;Lombară dreaptă;Cervicală;A  
Forma benignă a scoliozei infantile are prognostic:;Favorabil, cu reducerea spontană a curburii;Grav;Imposibil de recuperat;A  
Scolioza juvenilă debutează între:;0-4 ani;4-12 ani;12-18 ani;B  
Scolioza adolescentină afectează mai ales:;Băieții;Fetele;Sugarii;B  
Evoluția scoliozei adolescentine se întinde pe:;Toată perioada de creștere osoasă vertebrală;Maxim 6 luni;Doar până la vârsta de 10 ani;A  
Scoliozele toracogene pot fi cauzate de:;Fracturi de gleznă;Afectiuni pulmonare grave sau cicatrici toracice;Contracturi lombare funcționale;B  
Durerea la nivelul coloanei vertebrale este frecventă la:;Copii;Adulți;Nou-născuți;B  
Dacă durerea este prezentă la copii sau adolescenți, trebuie:;Ignorată;Efectuate investigații suplimentare;Aplicat imediat tratament medicamentos;B  
