Cum se aplică corsetul gipsat anticifoză?;În doi timpi, inițial în cifoză lombară, apoi în extensie dorsală;Direct în poziție de extensie;Doar la nivel cervical;A
După scoaterea ghipsului, tratamentul continuă cu:;Intervenții chirurgicale zilnice;Exerciții de asuplizare și posturare;Imobilizare prelungită;B
Cifozele neuropsihice apar mai frecvent la:;Copii nervoși;Vârstnici;Sportivi profesioniști;A
Cum se manifestă încurbarea cifotică în cifoza neuropsihică?;Dispare în decubit și în somn;Persistă în orice poziție;Este vizibilă doar la radiografie;A
Tratamentul în cifoza neuropsihică vizează:;Doar kinetoterapie;În primul rând, înlăturarea cauzelor declanșatoare;Imobilizarea definitivă;B
Cifozele paralitice sunt considerate:;Fără implicații grave;Periculoase, cu evoluție rapidă;Benigne și reversibile;B
Cea mai frecventă cauză a cifozei paralitice este:;Luxația de șold;Poliomielita;Osteoporoza;B
Care este caracteristica deviației vertebrale în cifoza paralitică?;Este fixă din prima etapă;Dispare în timpul somnului;Rămâne mult timp mobilă, dar se accentuează treptat;C
Cifoza paralitică se complică adesea cu:;Dezvoltare exagerată a mușchilor spatelui;Lordoză lombară;Scolioză, realizând o cifoscolioză;C
Tratamentul cifozei paralitice este:;Bazat doar pe masaj;Complex, ortopedico-chirurgical și reeducare;Exclusiv medicamentos;B
Lordozele reprezintă:;Încovoierea exagerată a coloanei în plan sagital, cu convexitate anterioară;Aplatizarea coloanei;Încovoierea laterală a coloanei;A
Lordozele tipice afectează frecvent regiunile:;Lombară și cervicală;Dorsală și sacrală;Toracală și pelvină;A
Cum se produc lordozele atipice?;Prin scurtarea coloanei;Prin accentuarea curburii lombare;Prin inversarea curburii în zone cu cifoză fiziologică sau extinderea lordozei la întreaga coloană;C
Lordozele funcționale se mai numesc:;Atitudini lordotice sau lordoze nestructurale;Lordoze structurale;Lordoze degenerative;A
O caracteristică a lordozelor funcționale este:;Absența modificărilor morfologice detectabile radiologic;Prezența modificărilor morfologice vertebrale;Necesitatea tratamentului chirurgical;A
Cum se pot corecta lordozele funcționale?;Prin autoredresare, poziții speciale sau kinetoterapie;Sunt imposibil de corectat;Doar prin operație;A
Netra­tate la timp, lordozele funcționale se pot transforma în:;Scolioză totală;Cifoză compensatorie;Lordoză patologică;C
Lordoza primei copilării se instalează la vârsta de:;5-10 ani;0-1 an;1-5 ani;C
Ce caracterizează lordoza primei copilării?;Aplatizarea abdomenului;Absența oricărei deformări;Bombarea abdomenului și asocieri cu picioare plate și genu recurvatum;C
Lordozele congenitale se produc în urma:;Malformațiilor vertebrelor și articulațiilor intervertebrale;Leziunilor musculare;Fracturilor sacroiliace;A
Lombalizarea reprezintă:;Încovoierea dorsală a vertebrelor cervicale;Separarea primei vertebre sacrale și asimilarea ei în regiunea lombară;Dezvoltarea a șapte vertebre lombare;B
Sacralizarea constă în:;Separarea ultimei vertebre lombare și asimilarea ei de regiunea sacrală;Sudarea vertebrelor cervicale;Fractura corpurilor vertebrale lombare;A
Lordoza prepuhertară și pubertară apare din cauza:;Lipsei controlului voluntar asupra posturii;Creșterii accelerate a mușchilor;Traumatisme severe;A
Lordozele profesionale afectează persoanele care lucrează cu:;Trunchiul în extensie și membrele superioare în plan anterior;Capul înclinat lateral;Trunchiul flexat și membrele inferioare;A
O caracteristică a lordozelor profesionale este:;Deplasarea completă a vertebrelor;Lipsa tendinței de agravare și păstrarea mobilității coloanei;Tendința de agravare rapidă;B
În luxația congenitală de șold, capul femural:;Se alungește exagerat;Părăsește cavitatea acetabulară și se deplasează în sus și posterior;Se fixează mai bine în cavitatea acetabulară;B
Lordozele patologice se mai numesc:;Hipercifoze;Structurale sau deformante;Lordoze de atitudine;B
Luxația congenitală bilaterală determină:;Modificări minore ale coloanei cervicale;Modificări doar la nivelul șoldurilor;Modificări complexe ale întregului corp;C
Care este aspectul trunchiului în luxația congenitală bilaterală?;Asimetric lateral;Alungit și suplu;Scurt și înfundat în bazin;C
Un semn vizibil în luxația congenitală bilaterală este:;Membrele inferioare în valg;Genunchii în var;Abdomenul retras;A
Spondilolisteza apare frecvent la:;Persoane sedentare;Gimnaști și halterofili;Persoane cu scolioză congenitală;B
Care este simptomul asociat cu spondilolisteza?;Lordoză accentuată, dureroasă și uneori cu deficit senzitivo-motor;Cifoză lombară;Rigiditate cervicală;A
Tratamentul ortopedic al spondilolistezei include:;Fizioterapie exclusivă;Corset lombostat înalt până la unghiurile scapulare;Imobilizare completă cu ghips toracic;B
Examenul dinamic în luxația bilaterală relevă:;Mers rapid și eficient;Mers lent, legănat, ca de rață;Tulburări de echilibru izolate;B
O limitare importantă în luxația bilaterală este:;Abducția și rotația externă a coapsei;Flexia trunchiului;Extensia genunchilor;A
Lordozele reumatismale apar în:;Scolioză funcțională;Osteoporoză senilă;Reumatismul cronic deformant;C
Un semn al lordozei reumatismale este:;Absenta durerii;Durere și contractură lombară;Rigiditate completă;B
În coxa vara, unghiul cervico-diafizar:;Rămâne neschimbat;Crește peste 135°;Scade sub valoarea normală de 125-135°;C
O caracteristică importantă în coxa vara este:;Hipertrofia mușchilor fesieri;Lărgirea bazinului la nivelul diametrului bitrohanterian;Îngustarea articulațiilor intervertebrale;B
Lordozele paralitice apar în urma:;Fracturilor lombare;Traumelor cervicale;Parezelor sau paraliziilor musculaturii abdominale;C
Care este cauza principală a lordozelor miopatice?;Sarcină avansată;Procese degenerative articulare;Atrofie musculară progresivă;C
O caracteristică a lordozelor miopatice este:;Rigiditate permanentă;Păstrarea mobilității coloanei vertebrale;Durere severă la mers;B
Lordoza în coxa vara este:;Scurtă, adâncă și suplă;Total rigidă;Lungă și mobilă;A
Lordozele carențiale sunt determinate de:;Luxația de șold;Hipotonia musculară și insuficiența ligamentară;Hipertrofia musculară;B
O caracteristică a lordozelor carențiale este:;Apar doar la nivel cervical;Sunt localizate strict toracic;Sunt lungi și depășesc zona lombară;C
Lordoza carențială se compensează cu:;Cifoză deasupra, realizând cifolordoză;Scolioză laterală;Hipercifoză lombară;A
Lordozele traumatice se produc în urma:;Traumatismelor vertebrale sau coxofemurale;Contracturii musculare;Tulburărilor neurologice;A
Spondiloliza reprezintă:;Fractura corpurilor vertebrale;Sudarea vertebrelor lombare;Topirea pediculilor vertebrali;C
Cifolordozele sunt definite ca:;Încovoiere exagerată concomitentă, cifotică și lordotică;Înălțare anormală a bazinului;Încovoiere laterală;A
Cifolordozele primitive apar în:;Traumatisme lombare;Rahitism sau reumatism;Cifoze severe netratate;B
Ce permite somatoscopia în cadrul diagnosticului?;Evaluarea rigidității musculare;Aprecierea staturii, nutriției și semnelor clinice;Examinarea neurologică;B
Ce instrument se folosește în studiul aliniamentelor?;Fir cu plumb;Electromiograf;Ecran radiologic;A
În cazul cifozelor, la firul cu plumb:;Se obțin deviații laterale;Este tangent doar punctul dorsal, în vârful curburii;Nu se evidențiază nicio curbură;B
Diagnosticul pozitiv al deficiențelor coloanei se stabilește prin:;Metode subiective și obiective;Doar examen clinic;Test muscular izolat;A
Ce constă în somatometrie?;Radiografie toracică;Măsurători antropometrice generale și speciale;Ecografie vertebrală;B
Proba de flexie în plan sagital este insuficientă când:;Pacientul menține poziția dreaptă;Degetele nu ating picioarele;Pacientul atinge solul cu palmele;B
Diagnosticul diferențial între cifoză funcțională și patologică se face prin:;Executarea mișcării de extensie a trunchiului;Radiografie pulmonară;Testarea reflexelor;A
Care este o complicație frecventă a deviațiilor coloanei vertebrale?;Îmbunătățirea mobilității;Creșterea forței musculare;Insuficiență respiratorie;C
Cum afectează curbura exagerată a coloanei mecanismul coastelor?;Îl stimulează;Îl elimină complet;Scade amplitudinea mișcării;C
În deviațiile coloanei, terenul este favorabil pentru apariția:;Tulburărilor renale;Bronșitelor și tuberculozei pulmonare;Afecțiunilor hepatice;B
O consecință cardiovasculară a deviațiilor coloanei este:;Cardiopatia ischemică;Hipotensiunea arterială;Tromboflebita;A
Care este rolul examenului radiologic în deviațiile coloanei?;Evaluează doar mușchii spatelui;Măsoară masa musculară;Permite vizualizarea structurii și deviațiilor coloanei;C
Unghiul curburii patologice se măsoară prin metoda:;Cobb;Scolimetrică;Adams;A
În metoda Cobb, unghiul se determină trasând linii din:;Vertebrele cervicale;Vertebrele neutre;Coastele inferioare;B
Tratamentul deviațiilor coloanei trebuie:;Aplicat doar la adulți;Individualizat în funcție de tip, formă și localizare;Standardizat pentru toți pacienții;B
În formele funcționale, tratamentul constă:;Doar în imobilizare;În intervenții chirurgicale;Exclusiv în mijloace kinetice;C
În formele patologice structurate, tratamentul include:;Doar masaj;Doar exerciții fizice;Tratament medicamentos, ortopedic și/sau chirurgical;C
Profilaxia primară vizează:;Menținerea aliniamentului normal al coloanei;Creșterea înălțimii;Întărirea exclusivă a mușchilor lombari;A
Profilaxia posturală include:;Evitarea somnului pe spate;Ridicarea zilnică de greutăți;Adoptarea posturilor corecte în activitățile cotidiene;C
Un exemplu de poziție corectă în decubit dorsal presupune:;Saltea moale, genunchi flectați;Pat tare, pernă mică și șolduri-extinse;Pat moale și pernă mare;B
În poziția așezat, pentru corectarea posturii, este necesar:;Sprijinul spatelui până la nivelul scapulelor;Aplecarea constantă a trunchiului;Relaxarea completă a spatelui;A
Adoptarea poziției corecte la masa de lucru presupune:;Ridicarea umerilor;Flexarea exagerată a trunchiului;Sprijinirea antebrațelor pe masă;C
Tratamentul formelor funcționale include în principal:;Exerciții fizice;Terapie medicamentosă;Imobilizare totală;A
Un obiectiv al kinetoterapiei este:;Imobilizarea zonei toracale;Creșterea lordozei lombare;Formarea unui reflex de atitudine corectă și automatizată;C
Tonifierea musculaturii în condiții de scurtare se realizează prin:;Mișcări excentrice în cursă externă;Mișcări concentrice în cursă internă;Întinderi pasive;B
Pentru tonifierea musculaturii alungite se folosesc:;Contracturi statice;Mișcări excentrice în cursă externă;Mișcări de flexie forțată;B
Programul de recuperare prin mijloace kinetice durează:;15 minute;Aproximativ 45 minute;2 ore zilnic;B
Inițial, programul de recuperare se execută:;Individual, sub supravegherea kinetoterapeutului;Exclusiv în grup;Doar acasă;A
Un exemplu de poziție utilizată în recuperarea cifozei tipice dorsale este:;Pe genunchi, șezând pe călcâie, cu sprijin pe palme;Decubit dorsal cu genunchii flectați;Decubit lateral;A
Un exercițiu specific de tonifiere a spatelui constă în:;Flexia trunchiului;Relaxarea lombară;Menținerea trunchiului în extensie în plan posterior;C
Pentru tonifierea regiunii anterioare a toracelui se folosesc:;Flexii laterale;Mișcări excentrice în cursă externă;Ridicarea pasivă a umerilor;B
Mobilizările dinamice ale trunchiului includ:;Flexii forțate în plan anterior;Contracturi izometrice lombare;Extensii, înclinări laterale, răsuciri și circumducții în plan posterior;C
Mobilizările membrelor superioare se execută:;În plan anterior, sub linia umerilor;Lateral, cu brațele flectate;În plan posterior, la nivelul sau deasupra liniei umerilor;C
Exercițiile cu obiecte sau la aparate se vor executa:;Doar la nivel lombar;Fără control al mișcărilor;Respectând planurile specifice fiecărui segment;C
Exercițiile utilitar-aplicative pot include:;Târâre, echilibru, suspensii în căpăstru Glison;Salturi pe o parte;Întinderi pasive exclusive;A
Masajul recomandat în programul de recuperare este:;Relaxant pentru spate și decontracturant toracic;Doar pe membrele inferioare;Exclusiv anticelulitic;A
Se contraindică următoarele mișcări:;Circumducții în plan anterior ale trunchiului;Extensii ale trunchiului;Tonifiere a regiunii anterioare;A
În cazul cifozei atipice totale, întreaga musculatură a spatelui este:;Rigidizată;Scurtată;Alungită;C
Un mijloc de compensare în cifoza atipică totală este:;Contracția lombară;Extensia exagerată a trunchiului;Flexia genunchilor (genu flexum);C
Pentru prevenirea cifozei dorsale compensatorii, membrele inferioare se mențin:;În plan superior;În plan lateral;În plan posterior;C
În cifoza atipică lombară, musculatura sacrolombară este:;Hipertrofiată;Total rigidă;Alungită;C
Față de cifoza dorsală, în cifoza atipică lombară, membrele superioare se mențin:;În plan superior;În plan posterior;În plan anterior;C
În mobilizările trunchiului pentru cifoza atipică lombară se execută mișcări de:;Extensie lombară;Rigidizare statică;Flexie, îndoiri laterale, răsuciri și circumducții în plan anterior;C
În lordoza tipică lombară, pentru tonifierea musculaturii abdominale se folosesc:;Exerciții statice și active libere în flexie;Exerciții exclusive de extensie;Întinderi pasive;A
Tonifierea musculaturii sacrolombare se realizează:;Exclusiv prin extensii forțate;Prin exerciții statice și active libere aplicabile musculaturii alungite;Doar prin masaj;B
În tratamentul cifolordozei, curbura cifotică dorsală se fixează cu ajutorul:;Membrelor inferioare;Membrelor superioare;Bazinului;B
Pentru fixarea lordozei lombare în cifolordoză se folosesc:;Membrele inferioare;Bazinul posterior;Membrele superioare;A
În exercițiile statice pentru cifolordoză se alternează:;Poziții de repaus cu poziții de mers;Poziții vicioase cu poziții corecte;Poziții corecte cu poziții corecte hipercorective;C
O poziție recomandată pentru fixarea cifozei dorsale este:;Pe genunchi cu trunchiul flectat și sprijin la scara fixă;Stând cu trunchiul înclinat anterior;În decubit lateral;A
Fixarea lordozei lombare se poate face prin:;Îndoirea coloanei cervicale;Sprijinirea unui membru inferior pe un suport la nivelul șoldului;Aducerea trunchiului în plan posterior;B
O poziție corectă pentru redresarea ambelor curburi este:;Aplecarea laterală a trunchiului;Stând cu spatele îndoit;Decubit dorsal;C
Exercițiile dinamice pentru cifolordoză includ:;Extensii dorsale și flexii lombare;Flexii cervicale;Contracturi izometrice lombare;A
Pentru amplificarea redresării coloanei la nivel superior se execută:;Flexii lombare;Extensii și rotații externe ale membrelor superioare;Flexii anterioare ale umerilor;B
Mobilizările membrelor inferioare care ajută redresarea inferioară includ:;Extensii lombare;Flexii, circumducții, adducții și abducții;Mișcări de flexie cervicală;B
Corectarea prin aparate gipsate succesive are ca scop:;Limitarea mobilității;Creșterea rigidității;Realizarea elongației progresive a coloanei;C
Corsetul Milwaukee se folosește:;Permanent sau intermitent, în funcție de gravitatea deficienței;Exclusiv pe timp de noapte;Doar la copii;A
Tratamentul medicamentos al deviațiilor coloanei este:;Standardizat;Individualizat de medic în funcție de etiologie;Aplicat doar postoperator;B
Tratamentul ortopedic este indicat în cazul:;Contracțiilor musculare minore;Deviațiilor funcționale ușoare;Deformațiilor structurale osteoarticulare accentuate;C
Aparatele corectoare pasive includ:;Aparate gipsate, corsete, orteze;Fizioterapie exclusivă;Exerciții de stretching;A
Tratamentul chirurgical al deviațiilor coloanei se aplică:;Foarte frecvent;La orice scolioză;Foarte rar, doar în cazuri grave evolutive;C
Kinetoterapia în tratamentul formelor patologice se aplică:;Preoperator, înainte de corecția gipsată, în timpul imobilizării și după corset;Doar postoperator;Doar după intervenția chirurgicală;A
Scopul kinetoterapiei înainte de corecția gipsată este:;Întărirea exclusivă a mușchilor abdominali;Blocarea mobilității;Asuplizarea coloanei pentru ușurarea redresării;C
În timpul purtării corsetului ortopedic, kinetoterapia are rolul de:;Întărire a musculaturii și ameliorare a corecției;Exclusiv masaj de relaxare;Reducere a mobilității;A
După scoaterea corsetului, kinetoterapia urmărește:;Relaxare completă;Doar întărirea lombară;Redresarea posturală și integrarea în gestica cotidiană;C
Corectarea voluntară a curburii coloanei se exersează:;Zeci de ori pe zi, în reprize scurte;O dată pe săptămână;Exclusiv sub supravegherea medicului;A
În cazurile ușoare de cifoză toracală, când gradul curburii nu depășește 40-50°, se poate recurge:;La imobilizare completă;Exclusiv la tratament kinetic;Numai la tratament chirurgical;B
Un aparat clasic folosit pentru corectarea deviațiilor vertebrale este:;Corsetul Milwaukee;Gulerul cervical;Orteza de gleznă;A
Deficiențele tridimensionale ale coloanei vertebrale sunt reprezentate de:;Scolioze;Cifoze;Lordoze;A
Cum mai sunt denumite în literatura de specialitate scoliozele?;Deficiențe în plan frontal;Deficiențe în plan sagital;Deficiențe în plan transversal;A
De ce este mai corect să numim scoliozele deficiențe tridimensionale?;Afectează exclusiv planul sagital;Afectează toate cele trei planuri anatomice: frontal, transversal și sagital;Afectează doar planul frontal;B
În plan frontal, scolioza se manifestă prin:;Compresia discurilor intervertebrale;Deviere laterală a coloanei cu una sau mai multe încurbări alterne;Alungirea excesivă a coloanei;B
Scolioza cu o singură curbură poartă denumirea de:;Scolioză multiplă;Scolioză în C;Scolioză atipică;B
Scolioza în C poate fi:;Doar cervicală;Totală sau parțială;Doar lombară;B
Când scolioza în C afectează coloana dorsală, hemitoracele de partea convexității:;Se lărgește;Rămâne neschimbat;Se îngustează;C
O scolioză în C rămâne unică dacă:;Există hipotonie musculară;Tonusul muscular este bun și capul se menține deasupra centrului de greutate;Se instalează o cifoza compensatorie;B
În prezența hipotoniei musculare poate apărea:;Lordoza multiplă;Scolioza în S;Scolioza în X;B
O scolioză cu trei curburi apare:;Doar la copii sub 5 ani;În caz de hipertonie musculară;Datorită aceleiași cauze ca scolioza primitivă;C
Denumirea scoliozei are în vedere:;Gradul de înclinare a trunchiului;Înălțimea pacientului;Orientarea convexității încurbării;C
În cazul scoliozelor cu mai multe încurbări, se menționează:;Doar curbura secundară;Doar curbura lombară;Mai întâi sensul curburii primitive, apoi al celor secundare;C
În plan transversal, în scolioză se produce:;Rotația corpurilor vertebrale cu orientarea apofizelor spinoase spre convexitate;Îndreptarea vertebrelor;Alungirea coloanei;A
Rotația corpurilor vertebrale în scolioză determină:;Orientarea apofizelor spinoase spre convexitate;Rigidizarea permanentă;Afectarea exclusivă a discurilor intervertebrale;A
Incurbările laterale și rotația vertebrelor sunt prezente:;Doar în scoliozele patologice;Atât în scoliozele funcționale cât și în cele patologice;Exclusiv în scolioza congenitală;B
În evoluție, scoliozele funcționale pot prezenta:;Deviații suplimentare;Creșterea masei musculare;Îndreptarea coloanei;A
Scolioza localizată la nivelul coloanei dorsale implică:;Rotația vertebrală și proeminența coastelor (gibozitate);Scurtarea membrelor inferioare;Deplasarea bazinului anterior;A
Gibozitatea este cauzată de:;Contractura abdominală;Proeminența mușchilor paravertebrali;Accentuarea încurbării și proeminența arcurilor costale;C
Scolioza totală afectează:;Doar coloana lombară;Întreaga coloană vertebrală;Exclusiv coloana cervicală;B
Scolioza parțială se limitează la:;Membrele inferioare;Întreg toracele;O regiune a coloanei vertebrale;C
În scolioza cu trei curburi, prima se numește:;Curbură finală;Curbură primitivă;Curbură secundară;B
Scolioza în S se instalează:;Exclusiv după intervenție chirurgicală;Doar la sportivi;În prezența hipotoniei musculare;C
În scolioza în C cu tonus muscular bun, capul:;Coboară sub nivelul trunchiului;Se menține deasupra centrului de greutate;Se înclină anterior;B
În plan sagital, deviațiile din scolioză sunt cauzate de:;Cifoza primitivă;Rotația corpurilor vertebrale;Lordoza compensatorie;B
Proeminența arcurilor costale se observă:;În lordoze;Doar la nivel lombar;În scoliozele dorsale cu rotație vertebrală;C
Scoliozele funcționale, chiar din faze inițiale, pot prezenta:;Dezvoltare musculară exagerată;Deviații în plan sagital;Rigiditate completă;B
În scoliozele patologice, deviațiile:;Sunt evidente chiar din fazele inițiale;Nu sunt prezente;Apar doar tardiv;A
Gibozitatea apare ca urmare a:;Rigidizării discurilor intervertebrale;Alungirii musculaturii spatelui;Accenturării încurbării și rotației coastelor;C
Deviațiile în cele trei planuri anatomice definesc:;Doar scolioza congenitală;Cifozele funcționale;Deficiențele tridimensionale ale coloanei vertebrale;C
O scolioză cu o singură curbură dorsală determină:;Lățirea hemitoracelui opus convexității;Alungirea toracelui;Îngustarea hemitoracelui de partea convexității;C
În scolioza severă, aspectul gibozității costale posterioare devine:;Asimptomatic;Ușor vizibil;Monstruos;C
Corespunzător gibozității costale posterioare apare pe partea opusă:;O lordoză compensatorie;O gibozitate anterioară mai puțin evidentă;Un trunchi simetric;B
În scolioza în C sau S la nivel lombar, rotația corpurilor vertebrale determină:;Contracția lombară;Proeminența apofizelor transverse și gibozități paraspinale;Dispariția proeminențelor vertebrale;B
Scolioza habituală se produce prin:;Leziuni vertebrale;Deprinderea unei atitudini vicioase asimetrice;Contractură musculară congenitală;B
Un exemplu de cauză a scoliozei habituală este:;Relaxarea trunchiului;Așezarea corectă pe scaun;Sprijinul prelungit unipodal (atitudine "soldie");C
Scolioza profesională este determinată de:;Efort fizic ușor;Poziții asimetrice specifice profesionale sau sportive;Activități simetrice;B
Scolioza statică apare ca urmare a:;Exercițiilor fizice excesive;Asimetriei morfologice a bazinului și membrelor inferioare;Rigidizării coloanei;B
O cauză frecventă a scoliozei statice este:;Inegalitatea lungimii membrelor inferioare;Hipertrofia mușchilor abdominali;Contractura cervicală;A
Proba redresării curburii se realizează prin:;Întinderea membrelor superioare;Înălțarea bazinului sau a membrului inferior;Flexarea trunchiului;B
În privința sexului, scolioza afectează mai frecvent:;Raportul este egal;Femeile;Bărbații;B
Scolioza este mai frecventă și mai gravă în:;Africa și India;America de Sud;Europa Centrală;C
Scolioza nou-născutului se produce din cauza:;Pozițiilor asimetrice intrauterine;Hipotoniei musculare;Traumelor lombare;A
Prognosticul scoliozei nou-născutului este:;Favorabil;Grav;Ireversibil;A
Scoliozele funcționale se mai numesc:;Scolioze structurale;Lordoze compensatorii;Atitudini scoliotice;C
Scoliozele funcționale se caracterizează prin:;Absența modificărilor morfologice decelabile radiologic;Modificări morfologice permanente;Dezvoltare osoasă accelerată;A
Coloana vertebrală în scoliozele funcționale este:;Rigidă;Suplă, reductibilă;Total imobilă;B
Scolioza tuberculoasă apare în:;Reumatism cronic;Scolioza congenitală;Morb Pott, prin tasarea corpurilor vertebrale;C
Scolioza paralitică este consecința:;Tensiunii musculare excesive;Leziunii neuronilor motori anteriori (ex. poliomielită);Fracturilor vertebrale;B
Obiectivele programului recuperator în scolioza paralitică includ:;Imobilizarea completă;Tonifierea musculaturii și creșterea mobilității toracelui;Reducerea forței musculare;B
În scoliozele de etiologie rară, coloana vertebrală este:;Irigată insuficient;Rigidă și deformă;Mult timp mobilă și fără deformări majore;C
Exemple de afecțiuni care pot cauza scolioze de etiologie rară sunt:;Gastrită cronică;Boala Scheuermann, neurofibromatoza Recklinghausen;Luxația de șold bilaterală;B
Scoliozele structurale cu etiologie necunoscută se mai numesc:;Esentiale sau idiopatice;Postraumatice;Statice;A
Ponderea scoliozelor esențiale/idiopatice din totalul scoliozelor este de:;50%;85%;10%;B
Scolioza infantilă debutează:;După 12 ani;Între 4-6 ani;Sub 4 ani;C
Scolioza infantilă are de regulă localizare:;Lombară dreaptă;Cervicală;Toracică stângă;C
Forma benignă a scoliozei infantile are prognostic:;Grav;Imposibil de recuperat;Favorabil, cu reducerea spontană a curburii;C
Scolioza juvenilă debutează între:;12-18 ani;0-4 ani;4-12 ani;C
Scolioza adolescentină afectează mai ales:;Fetele;Băieții;Sugarii;A
Evoluția scoliozei adolescentine se întinde pe:;Maxim 6 luni;Doar până la vârsta de 10 ani;Toată perioada de creștere osoasă vertebrală;C
Scoliozele toracogene pot fi cauzate de:;Fracturi de gleznă;Afectiuni pulmonare grave sau cicatrici toracice;Contracturi lombare funcționale;B
Durerea la nivelul coloanei vertebrale este frecventă la:;Adulți;Nou-născuți;Copii;A
Dacă durerea este prezentă la copii sau adolescenți, trebuie:;Aplicat imediat tratament medicamentos;Efectuate investigații suplimentare;Ignorată;B
Scopul somatoscopiei și examenului clinic general este:;Verificarea flexibilității;Evaluarea posturii doar estetic;Analiza, cercetarea etiologiei și a ecoului general și local al deficienței;C
La studiul aliniamentelor cu firul cu plumb, segmentul exclus la copii este:;Cervical;Lombar;Toracic;A
