Durata efortului se apreciază:;în secunde, minute sau ore;doar în kilometri;doar în număr de serii;A
Volumul efortului se referă la:;cantitatea totală de muncă efectuată;numărul de repetări pe minut;greutatea maximă ridicată;A
Volumul efortului se apreciază în funcție de:;durata, distanța, numărul de serii și repetări;greutatea corporală;numărul de exerciții pe zi;A
Intensitatea scăzută a efortului presupune:;valori mici ale parametrilor;forță maximă constantă;creșterea accelerată a performanței;A
Intensitatea medie a efortului presupune:;efort moderat, accesibil organismului;efort minim;efort exclusiv anaerob;A
Intensitatea submaximală presupune:;efort aproape de limita superioară a capacității;efort redus;numai mișcări pasive;A
Intensitatea maximală presupune:;efort la capacitatea maximă a organismului;efort minim;exclusiv exerciții de relaxare;A
Densitatea scăzută asigură:;refacerea completă între repetări;oboseală continuă;hipertrofie musculară rapidă;A
Densitatea crescută poate determina:;refacere incompletă și oboseală acumulată;creștere constantă a forței;relaxare permanentă;A
Complexitatea crescută implică:;creșterea solicitărilor asupra sistemelor implicate;reducerea numărului de exerciții;scăderea solicitării cognitive;A
Complexitatea este condiționată de:;nivelul capacităților coordinative;greutatea corporală;înălțimea subiectului;A
Efortul simplu implică:;un singur tip de mișcare;acțiuni multiple și imprevizibile;toate grupele musculare;A
Efortul mediu implică:;acțiuni motrice combinate;exerciții exclusiv statice;doar mișcări de relaxare;A
Efortul complex implică:;diversitate a actelor motrice și implicarea mai multor sisteme;doar exerciții de forță;mișcări unidimensionale;A
Efortul hipercomplex implică:;număr mare de elemente și grad mare de imprevizibilitate;exerciții ușoare;doar mobilizări pasive;A
Parametrii efortului se reglează în funcție de:;capacitatea funcțională a individului;vârsta cronologică;greutatea corporală;A
Programul de antrenament se stabilește în funcție de:;nivelul individual de pregătire;greutatea maximă ridicată;tipul de aparat utilizat;A
Frecvența aplicării stimulului se exprimă prin:;numărul de lecții sau unități de antrenament;viteza de execuție;distanța totală parcursă;A
Frecvența mare a lecțiilor poate determina:;oboseală cronică și suprasolicitare;creșterea accelerată a masei musculare;scăderea volumului efortului;A
Frecvența scăzută a lecțiilor poate duce la:;pierdere de adaptări și regres;creștere constantă a performanței;menținerea ușoară a rezultatelor;A
Învățarea motrică poate fi definită ca:;un set de procese asociate exersării și experienței;un proces strict reflex;un fenomen temporar;A
Învățarea motrică conduce la:;schimbări relativ permanente în comportamentul motric;modificări musculare temporare;blocaje ale mișcărilor;A
Învățarea motrică presupune:;dobândirea capacității de a executa mișcări eficiente;diminuarea controlului motor;atrofierea musculară;A
Învățarea motrică este rezultatul:;exersării și experienței;odihnei prelungite;izolării sociale;A
În urma învățării motrice se produce:;modificarea stării organismului;reducerea capacității funcționale;blocarea mecanismelor nervoase;A
Modificările generate de învățarea motrică:;favorizează viitoarele repetări;diminuează viteza de reacție;blochează circuitele neuromotorii;A
Învățarea motrică determină:;construirea de programe motori eficiente;reducerea conectivității neuronale;limitarea controlului mișcărilor;A
Un efect al învățării motrice este:;îmbogățirea circuitelor neuromotorii;slăbirea conexiunilor nervoase;diminuarea percepției senzoriale;A
Învățarea motrică implică:;modificări la nivelul altor structuri care nu pot fi examinate cu ochiul liber;doar creșterea masei musculare;modificări vizibile externe;A
Învățarea motrică determină:;organizarea informației senzoriale;reducerea percepției senzoriale;creșterea rigidității articulare;A
Modificarea stării organismului prin învățare:;se exprimă prin creșteri cantitative și calitative;se reduce la scăderea performanței;determină blocaje musculare;A
Învățarea motrică produce:;o modificare durabilă a individului;o schimbare temporară nesemnificativă;atrofierea sistemului muscular;A
Dobândirea deprinderilor motrice eficiente presupune:;exersare și experiență;izolare și inactivitate;relaxare prelungită;A
Învățarea motrică determină:;îmbunătățirea parametrilor atașați programului motor general;diminuarea vitezei de reacție;reducerea forței musculare;A
Învățarea motrică conduce la:;stabilirea unor sisteme de referință privind corectitudinea mișcărilor;degradarea abilităților motorii;reducerea controlului postural;A
În etapele avansate ale învățării motrice se produce:;organizarea eficientă a informației senzoriale;blocajul reflexelor;diminuarea coordonării;A
Învățarea motrică determină:;modificări la nivel celular în sistemul nervos;atrofierea neuronilor;degradarea circuitelor nervoase;A
Odată dobândită, învățarea motrică este:;relativ permanentă;temporară;total reversibilă;A
Învățarea motrică determină:;transformarea durabilă a individului;scăderea capacității de execuție;blocarea programelor motorii;A
Învățarea motrică conduce la:;creșterea capacității funcționale a organismului;diminuarea capacității funcționale;blocaje neuro-musculare;A
Învățarea motrică este:;un proces complex, dependent de exersare și experiență;strict genetică;un fenomen exclusiv reflex;A
Învățarea motrică se realizează:;prin exersare activă și conștientă;doar pasiv;fără implicarea individului;A
Învățarea motrică determină:;adaptarea organismului la solicitări;diminuarea adaptabilității;limitarea mișcărilor;A
Învățarea motrică implică:;stabilirea unor modele eficiente de acțiune;reducerea performanței;dezorganizarea motorie;A
Dobândirea deprinderilor motrice presupune:;exersare repetată și controlată;relaxare completă;limitarea mișcărilor;A
Învățarea motrică se finalizează prin:;formarea unor modele stabile de mișcare;distrugerea schemelor motorii;atrofierea mușchilor;A
Învățarea motrică determină:;consolidarea capacităților motorii;reducerea permanentă a performanței;încetinirea reflexelor;A
Învățarea motrică implică:;antrenamentul constant și dirijat;eliminarea exercițiului;încetinirea mișcărilor;A
Învățarea motrică permite:;obținerea de mișcări eficiente;limitarea capacității motorii;diminuarea controlului postural;A
Învățarea motrică presupune:;participarea activă a individului;pasivitate totală;inactivitate musculară;A
Deficiențele tridimensionale ale coloanei vertebrale sunt reprezentate de:;scolioze;lordoze;cifoze;A
Scoliozele sunt considerate deficiențe tridimensionale deoarece:;prezintă deviații în cele trei planuri anatomice;afectează doar planul frontal;afectează doar planul sagital;A
În plan frontal, scolioza se caracterizează prin:;devierea laterală a coloanei vertebrale cu una sau mai multe încurbări alterne;deviere anteroposterioară;rotire axială exclusivă;A
Scolioza cu o singură curbură poartă denumirea de:;scolioză în C;scolioză în S;scolioză totală;A
Scolioza totală afectează:;întreaga coloană vertebrală;doar regiunea lombară;exclusiv regiunea cervicală;A
Scolioza parțială se limitează la:;o regiune a coloanei vertebrale;lombar și cervical simultan;toate regiunile coloanei;A
În plan transversal, scolioza presupune:;rotația corpurilor vertebrale;alungirea vertebrelor;fixarea corpurilor vertebrale;A
În plan sagital, scolioza determină:;modificări ale curburilor fiziologice;creșterea numărului de vertebre;fixarea statică a coloanei;A
După gravitate, scoliozele se clasifică în:;funcționale și patologice;congenitale și dobândite;ușoare și severe;A
Scolioza funcțională este:;pasageră, fără modificări structurale;fixată definitiv;însoțită de malformații;A
Scolioza funcțională dispare prin:;corectarea cauzei;imobilizare;intervenție chirurgicală;A
Scolioza patologică se caracterizează prin:;modificări structurale ireversibile;absența deviației în plan transversal;corectare spontană;A
În scolioza patologică, curbura:;persistă;dispare complet;se modifică la fiecare mișcare;A
În plan frontal, scolioza determină:;încurbări laterale ale coloanei vertebrale;aplatizarea coloanei;alungirea coloanei;A
Scolioza în C poate fi:;unică, totală sau parțială;dublă, complexă;exclusiv dorsală;A
Scolioza în S prezintă:;două curburi alterne;o singură curbură;trei sau mai multe curburi;A
Curbura dorsală în scolioza în S este:;convexă de obicei spre dreapta;convexă spre stânga întotdeauna;simetrică;A
Curbura lombară în scolioza în S este:;de obicei convexă spre stânga;de obicei convexă spre dreapta;absentă;A
Scolioza cu dublă curbură poate fi:;de tip în S;de tip în C;exclusiv congenitală;A
Scolioza toraco-lombară afectează:;regiunea toracală și lombară;regiunea cervicală;regiunea sacrală;A
Scolioza lombară afectează:;regiunea lombară;regiunea cervicală;regiunea toracală;A
Scolioza dorsală afectează:;regiunea toracală;regiunea lombară;regiunea sacrală;A
În scoliozele congenitale, cauzele sunt:;malformații ale vertebrelor;postură incorectă;traumatisme;A
Scoliozele dobândite pot apărea din cauza:;inegalității membrelor inferioare;eredității directe;măririi numărului de vertebre;A
Scoliozele idiopatice:;au cauză necunoscută;sunt întotdeauna congenitale;sunt exclusiv traumatice;A
Scoliozele idiopatice evoluează:;lent și progresiv;rapid și brusc;fără nicio modificare;A
Scoliozele infantile apar:;de la naștere până la 3 ani;între 4 și 6 ani;după 18 ani;A
Scoliozele juvenile apar:;între 4 și 10 ani;de la naștere;după 15 ani;A
Scoliozele adolescentului apar:;după 10 ani;înainte de 3 ani;între 3 și 5 ani;A
Scolioza se poate agrava:;pe parcursul creșterii;sponan;exclusiv prin traumatisme;A
Pozițiile fundamentale sunt:;stând, așezat, pe genunchi, culcat, atârnat;stând, pe burtă, în picioare;culcat, în picioare, pe burtă;A
Poziția stând este denumită și:;poziția aliniamentului ortostatic;poziția relaxată;poziția de repaus;A
În poziția stând, trunchiul este:;drept;înclinat lateral;răsucit anterior;A
Poziția stând are:;bază mare de susținere;bază îngustă de susținere;fără bază de susținere;A
Poziția stând este:;comodă și odihnitoare;instabilă și solicitantă;incomodă și periculoasă;A
Poziția așezat are ca puncte de sprijin:;tuberozitățile ischiatice și parțial fețele posterioare ale coapselor;spatele complet;brațele și capul;A
Poziția pe genunchi are sprijin pe:;fața anterioară a gambelor și fața dorsală a picioarelor;fața posterioară a coapselor;vârful picioarelor;A
Poziția atârnat:;blochează respirația în inspir și stânjenește circulația;favorizează respirația;este indicată bolnavilor pulmonari;A
Poziția decubit dorsal are ca puncte de sprijin:;regiunea occipitală, partea dorso-superioară a trunchiului, regiunea fesieră și călcâie;doar călcâiele;zona lombară și umerii;A
Poziția decubit dorsal este:;cea mai odihnitoare și relaxantă;cea mai instabilă;cea mai solicitantă;A
În poziția decubit dorsal, membrele inferioare sunt:;apropiate, extinse din șold și genunchi;îndepărtate, flectate din șold;complet relaxate;A
Modificarea poziției membrelor superioare în poziția stând poate însemna:;membrele se mențin lateral sau anterior, se flectează din coate;membrele se încrucișează pe spate;se ridică doar brațul drept;A
Poziția decubit lateral presupune:;capul în extensie, trunchiul în rectitudine, un membru inferior în flexie;ambii genunchi flectați;trunchiul în flexie laterală accentuată;A
În poziția atârnat, membrele inferioare pot fi:;depărtate, încrucișate, flectate sau extinse;doar extinse;doar în flexie completă;A
În poziția atârnat, trunchiul poate fi:;extins, înclinat sau răsucit;doar flectat;doar complet vertical;A
În poziția atârnat, sprijinul se poate realiza:;cu o mână sau două, în pronație sau supinație;numai cu ambele mâini în pronație;doar cu coatele flectate;A
Poziția atârnat determină:;efort mare;relaxare completă;absența oricărei solicitări;A
Poziția așezat pe scaun trebuie să asigure:;flexia la 90° a șoldurilor și genunchilor;extensia completă a picioarelor;încrucișarea picioarelor;A
Poziția pe genunchi are ca puncte de sprijin:;fața anterioară a gambelor și fața dorsală a picioarelor;călcâiele și coapsele;spatele și umerii;A
Poziția stând depărtat reprezintă:;o modificare a bazei de susținere;poziția relaxată;poziția în sprijin pe un singur picior;A
În poziția stând cu trunchiul înclinat anterior până la 30°, capul este:;în extensie;flectat;orientat lateral;A
În poziția stând, membrele superioare pot fi:;lateral sau anterior, flectate sau încrucișate;doar pe lângă trunchi;doar ridicate deasupra capului;A
Poziția decubit ventral cu sprijin pe coate se numește:;postură a păpușii;poziția de relaxare;poziția de somn;A
În poziția decubit ventral, trunchiul și capul sunt:;în extensie;flectate;în lateralitate;A
În poziția decubit lateral, trunchiul este:;în rectitudine;în flexie accentuată;în rotație maximă;A
În poziția atârnat cu modificări complexe, trunchiul poate fi:;flectat, capul în rectitudine;mobilizat lateral;complet relaxat;A
În poziția atârnat cu modificări complexe, membrele inferioare pot fi:;adduse, genunchii și șoldurile flectate;doar extinse;doar în abducție;A
Pozițiile derivate se obțin prin:;modificarea bazei de susținere, poziției trunchiului, membrelor;rotirea întregului corp;ridicarea exclusivă a brațelor;A
Poziția decubit dorsal asigură:;o mare stabilitate;instabilitate;solicitare musculară crescută;A
Mentinerea prelungită a poziției decubit dorsal poate induce:;efecte osteoporozante;hipertrofie musculară;creștere a forței;A
Timpul necesar realizării unei sarcini motrice:;scade pe măsură ce sarcina este repetată;crește continuu;rămâne constant;A
Curba negativ accelerată descrie:;majoritatea situațiilor de instruire;situațiile rare de instruire;doar performanțele sportive;A
În curba negativ accelerată, progresul este:;rapid la început și mai lent ulterior;constant pe tot parcursul;inexistent;A
Curba pozitiv accelerată indică:;progres dificil la început, apoi rapid;progres constant;regres continuu;A
Curba în formă de S cuprinde:;porțiune pozitiv accelerată, platou și porțiune negativ accelerată;doar porțiune negativ accelerată;doar platou;A
Curba în formă de S este:;tipică în învățare;inexistentă în realitate;speculativă;A
Curba individuală a exersării are:;aspect de zigzag;aspect liniar;aspect strict descendent;A
Reducerea greșelilor de comitere și omisiune indică:;îmbunătățirea performanței;regres în învățare;scăderea atenției;A
Dobândirea experienței determină:;reducerea atenției asupra componentelor motrice;creșterea rigidității;diminuarea performanței;A
Odată cu acumularea experienței, capacitatea de anticipare:;se îmbunătățește;scade;dispare;A
Educabilitatea motrică exprimă:;capacitatea de a învăța rapid și corect;inabilitatea de a învăța;rigiditatea mișcărilor;A
Persoanele cu educabilitate motrică scăzută:;întâmpină dificultăți în însușirea unor acțiuni simple;își însușesc rapid orice mișcare;nu pot învăța deloc;A
Intervalul optim de educabilitate este:;perioada critică;perioada de stagnare;perioada de regres;A
În perioada critică, învățarea se realizează:;cu efort minim și eficiență maximă;cu efort maxim și eficiență minimă;fără efort;A
După perioada critică, învățarea:;devine mai dificilă;devine mai ușoară;se oprește complet;A
Perioada critică presupune:;consens între factorii genetici și cei de mediu;excluderea influenței mediului;excluderea factorilor genetici;A
Învățarea motrică implică:;dobândirea de priceperi și obișnuințe;reducerea capacităților cognitive;scăderea performanței;A
Învățarea motrică se asociază cu:;însușirea de noțiuni și concepte;pierderi cognitive;blocaje motorii;A
Curba performanței:;exprimă rezultatele medii ale grupului;exprimă rezultatele individuale;este irelevantă;A
Rata de progres în învățare:;se micșorează în etapele avansate;crește constant;rămâne neschimbată;A
Progresul în rate constante corespunde:;curbei liniare;curbei în S;curbei negative accelerate;A
Pe parcursul învățării, se produce:;reducerea tensiunii musculare;creșterea rigidității;diminuarea controlului;A
Familiarizarea cu sarcina determină:;reducerea atenției asupra componentelor perceptive și motrice;creșterea dificultății;diminuarea performanței;A
Dobândirea experienței permite:;anticiparea semnalelor;eliminarea reflexelor;blocarea mișcărilor;A
Îmbunătățirea performanței depinde de:;repetarea semnalelor diferite;reducerea antrenamentului;eliminarea sarcinilor;A
Când progresul se instalează greu la început și apoi devine rapid, avem:;curba pozitiv accelerată;curba negativ accelerată;curba liniară;A
Când progresul este rapid la început și lent ulterior, avem:;curba negativ accelerată;curba pozitiv accelerată;curba în S;A
Curba în S combină:;progres accelerat, platou și progres lent;progres constant;regres continuu;A
Educabilitatea motrică ridicată se manifestă prin:;învățare rapidă și corectă;blocaje motorii;scăderea capacității cognitive;A
Subiecții cu educabilitate motrică ridicată:;învăță sarcini variate cu ușurință;întâmpină dificultăți majore;nu pot învăța deloc;A
Învățarea motrică presupune:;dobândirea de deprinderi și priceperi;diminuarea capacității fizice;blocarea completă a mișcărilor;A
Dobândirea deprinderilor motrice se realizează prin:;exersare conștientă și controlată;evitarea efortului;odihnă pasivă prelungită;A
Pe parcursul învățării motrice, se observă:;îmbunătățirea coordonării;slăbirea reflexelor;diminuarea atenției;A
Un efect al învățării motrice este:;organizarea informației senzoriale;scăderea preciziei mișcărilor;blocarea reflexelor;A
În etapele avansate ale învățării motrice se obține:;optimizarea acțiunilor motrice;rigidizarea articulațiilor;diminuarea forței musculare;A
În procesul de învățare motrică se construiesc:;programe motori eficiente;blocaje neuromusculare;reflexe patologice;A
Învățarea motrică determină:;adaptarea organismului la cerințele activității;diminuarea performanței;limitarea mișcărilor voluntare;A
Dobândirea deprinderilor eficiente necesită:;exersare repetată și conștientă;exerciții pasive exclusive;reducerea mișcărilor;A
Învățarea motrică implică:;participarea activă a individului;excluderea conștientizării;pasivitate totală;A
Familiarizarea cu sarcina determină:;reducerea atenției asupra componentelor perceptive;creșterea dificultății;diminuarea performanței;A
Curba pozitiv accelerată indică:;progres lent la început și accelerat ulterior;progres constant;regres rapid;A
Curba negativ accelerată exprimă:;progres rapid la început, încetinit ulterior;regres continuu;blocaj complet al mișcării;A
Curba în formă de S combină:;progres accelerat, platou și progres lent;regres constant;blocaj complet;A
Curba în formă de S este:;tipică în procesul de învățare;speculativă;inexistentă;A
Progresul în rate constante corespunde:;curbei liniare;curbei în S;curbei regresive;A
Pe parcursul învățării motrice se observă:;reducerea tensiunii musculare;scăderea preciziei;diminuarea controlului postural;A
În procesul de învățare motrică se produce:;organizarea informației senzoriale;încetinirea mișcărilor;rigidizarea articulațiilor;A
Acumularea experienței determină:;îmbunătățirea anticipării;diminuarea vitezei;blocaje neuromusculare;A
Reducerea greșelilor înseamnă:;îmbunătățirea performanței;scăderea eficienței;diminuarea controlului;A
Curba performanței reflectă:;evoluția medie a unui grup;doar evoluția individuală;elemente speculative;A
Rata de progres:;se reduce în etapele avansate;crește continuu;rămâne constantă;A
Dobândirea deprinderilor motrice eficiente presupune:;exersare conștientă și sistematică;relaxare exclusivă;izolare completă;A
Învățarea motrică determină:;modificări la nivelul sistemului nervos;modificări vizibile la nivel muscular;creșterea rigidității;A
În învățarea motrică se construiesc:;programe motori eficiente;blocaje reflexe;distrugerea coordonării;A
Educabilitatea motrică exprimă:;capacitatea de a învăța rapid și corect;scăderea capacității cognitive;încetinirea reflexelor;A
Persoanele cu educabilitate motrică ridicată:;dobândesc rapid deprinderi;au dificultăți în învățare;nu pot învăța mișcări;A
Perioada critică a învățării este:;intervalul optim de educabilitate;perioada de regres;momentul în care învățarea se oprește;A
În perioada critică, învățarea se face:;cu efort minim și eficiență maximă;cu efort maxim;fără implicare conștientă;A
După perioada critică, învățarea:;devine mai dificilă;se accelerează;se oprește complet;A
În perioada critică există:;consens între factorii genetici și de mediu;eliminarea influenței mediului;excluderea componentelor genetice;A
