În decubit ventral, punctele de sprijin includ:;Coapsele și umerii;Mentorul sau partea laterală a feței, toracele, coapsele, gambele și fața dorsală a picioarelor;Regiunea occipitală și călcâiele;B
Poziția decubit ventral are centrul de greutate:;Aproape de suprafața de sprijin;Înalt, spre trunchi;În zona lombară;A
Poziția culcat rezemat, cu trunchiul în extensie "chaise longue" este:;O postură instabilă;O poziție rigidă;O poziție relaxantă;C
O modificare a poziției membrelor superioare în decubit dorsal este:;Brațele pe lângă corp;Membrele superioare complet flectate pe trunchi;Brațele depărtate (abduse) de trunchi cu coatele extinse;C
O poziție derivată complexă în decubit lateral este:;Sprijin exclusiv pe partea dorsală a trunchiului;Decubit dorsal cu membrele superioare pe lângă corp;Cu genunchii flectați, trunchiul în rectitudine, capul flectat, sprijinit pe antebrațul de partea decubitului;C
În decubit ventral, "postura păpușii" presupune:;Sprijin exclusiv pe gambe;Relaxare completă;Sprijin pe coate, trunchiul și capul în extensie, tonifiere a mușchilor extensori ai cefei, spatelui și șoldului;C
În poziția atârnat derivată, cu mâinile în pronație, trunchiul și capul răsucite dreapta-stânga, membrele inferioare cu genunchii și șoldurile flectate la 90°, poziția este:;Imposibil de realizat;Destinată mobilizării active cu solicitare musculară;Destinată relaxării totale;B
Situația motrică este definită ca:;Un simplu gest mecanic;Un ansamblu de date obiective și subiective ce caracterizează o acțiune motrică;O succesiune de mișcări involuntare;B
Datele obiective ale situației motrice includ:;Caracteristicile spațiale, ale obiectelor și ale subiecților;Doar percepțiile subiective;Preferințele personale ale subiectului;A
Datele subiective ale situației motrice se referă la:;Exclusiv la dimensiunile spațiului;Reguli stricte și arbitraj;Motivație, percepții, anticipări, conduită motrică;C
Un exemplu concret de situație motrică este:;Un dans executat fără conștientizare;O poziție statică fără mișcare;Pacientul care reînvață mersul după un traumatism;C
Conceptele înrudite cu situația motrică includ:;Situația psihomotrică, situația sociomotrică, conduita motrică;Numai gestul motric;Exclusiv sarcina motrică;A
Psihomotricitatea se referă la:;Doar la mișcările impuse de exterior;Integrarea funcțiilor motrice și mentale ce vizează raportul cu propriul corp;Mișcările sociale colective;B
Un exemplu clar de domeniu al psihomotricității este:;Jocurile de echipă;Gimnastica de bază, conștientizarea schemei corporale;Antrenamentele tactice în sporturile de echipă;B
Situația psihomotrică se caracterizează prin:;Interacțiune socială permanentă;Mișcare mecanică în grup;Acțiune izolată și absența comunicării practice cu partenerii sau adversarii;C
Sociomotricitatea presupune:;Comunicare și interacțiune motrică în cadrul activităților colective;Izolarea subiectului de ceilalți;Exclusiv mișcări mentale;A
Un exemplu de practică sociomotrică este:;Un meci de handbal sau baschet;Exerciții de relaxare personală;Alergarea singur în pădure;A
Inteligența sociomotrică reprezintă:;Capacitatea de a rezolva o situație de joc prin anticipare, înțelegere, decizie;Abilitatea de a memora exerciții;Capacitatea de a alerga rapid;A
În sporturile colective și de combat, inteligența sociomotrică presupune:;Anticiparea și interpretarea corectă a acțiunilor;Excluderea tacticilor de joc;Izolarea subiectului;A
Sporturile cele mai puternic sociomotrice sunt:;Tenis de masă, înot, atletism;Judo, box, tenis;Rugby, hochei, fotbal;C
Sporturile mai slab sociomotrice includ:;Polo pe apă, volei, scrimă;Baschet și handbal;Rugby și hochei;A
Un exemplu clar de situație motrică sociomotrică este:;Un meci de fotbal;Gimnastica ritmică individuală;Săriturile în lungime;A
Motricitatea desemnează:;Exclusiv gesturile sociale;Doar mișcările impuse de profesor;Totalitatea acțiunilor motrice conștiente și inconștiente ale subiectului;C
Elementul de bază al motricității este:;Reflexul de postură;Tensiunea musculară;Actul motric;C
Actul motric poate fi:;O simplă reacție mentală;Doar învățat prin repetiție;Instinctual sau reflex, cu scop adaptativ;C
Motricitatea este definită ca:;Ieșirea din starea de imobilitate, schimbarea poziției corpului în spațiu;Totalitatea gândurilor despre mișcare;Un gest abstract lipsit de semnificație;A
Conduita motrică reprezintă:;Latura interioară subiectivă a comportamentului motric, semnificația pe care o conferă individul mișcării;O mișcare lipsită de sens;Un gest mecanic impus;A
Capacitatea motrică este definită ca:;O sumă de mișcări simple;Ansamblul actelor reflexe;Un complex de manifestări motrice condiționate de indici morfofuncționali și calități motrice;C
Care dintre următoarele nu reprezintă componentă a capacității motrice?;Procesele metabolice și psihice;Aptitudinile motrice și calitățile;Calitățile senzoriale;C
Capacitatea motrică se exprimă prin:;Adaptabilitatea individului la situații complexe ale mediului;Execuția mecanică a mișcărilor;Doar prin calitățile moștenite genetic;A
În literatura de limbă engleză, un termen apropiat de capacitate motrică este:;Endurance;Fitness;Power training;B
Regresul sau stagnarea capacității motrice este determinat de:;Motivație sau stările emoționale;Nivelul de oxigenare al mușchilor;Forța musculară maximă;A
Fitness-ul reprezintă:;Un set de atribute prin care individul face față solicitărilor fizice și funcționale;Exclusiv metode de dezvoltare a forței;Doar o ramură competițională sportivă;A
Care este o componentă a fitness-ului propriu-zis?;Coordonarea segmentară;Agilitatea;Rezistența cardiovasculară;C
Fitness-ul motor include:;Mobilitatea și suplețea;Agilitatea și timpul de reacție;Rezistența cardiovasculară;B
Literatura de specialitate descrie fitness-ul ca:;O stare de bine care permite activități zilnice viguroase și reduce riscul îmbolnăvirilor;Un program exclusiv pentru sportivii de performanță;O simplă metodă de pierdere în greutate;A
Un nivel ridicat al fitness-ului favorizează:;Oboseala musculară;Reducerea capacității funcționale;O rată de progres bună în învățare;C
Aptitudinea motrică reprezintă:;O abilitate dobândită exclusiv prin experiență;Un substrat constitutiv al capacității motrice, preexistent acesteia;Un rezultat al antrenamentului intensiv;B
Relevanța aptitudinii motrice constă în:;Limitarea accesului la activități sportive;Permiterea participării la procesul de pregătire prin selecție la o anumită vârstă;Exprimarea exclusiv a capacității cognitive;B
Aptitudinea motrică are legătură directă cu:;Exclusiv cu structura genetică;Evoluția naturală, instruirea și performanța motrică;Doar cu latura psihologică a individului;B
După V. Horghidan, aptitudinea exprimă:;O însușire fizică sau psihofizică ce permite obținerea de rezultate supramedi;Un parametru exterior al corpului;Doar o caracteristică ereditară;A
Un individ cu aptitudine motrică are:;Posibilitatea de a obține rezultate superioare nivelului mediu;Un potențial redus de învățare;Dificultăți evidente în progresul motric;A
Calitatea motrică desemnează:;O abilitate înnăscută care nu se poate dezvolta;Exclusiv coordonarea și mobilitatea;Posibilitatea de a efectua mișcări cu indici de viteză, forță, coordonare, rezistență, mobilitate;C
Care dintre următoarele reprezintă o calitate motrică de bază?;Coordonarea segmentară;Viteza;Timpul de reacție;B
Nivelul calității motrice este:;Strict identic la toți indivizii;Imposibil de evaluat;Variază de la individ la individ;C
Când nivelul unei calități motrice depășește mult media, putem vorbi de:;Regres;Stagnare;Aptitudine;C
Un exemplu de calitate motrică de bază este:;Gradul de motivare;Puterea de concentrare;Viteza și mobilitatea;C
Performanța motrică este:;Rezultatul întâmplător al unui act motric;Doar o manifestare estetică;Expresia capacității motrice la un moment dat, evaluabilă după norme și criterii;C
Performanța motrică nu trebuie confundată cu:;Capacitatea de învățare;Calitățile motrice de bază;Performanța sportivă, care exprimă îndeplinirea unei sarcini la cote foarte înalte;C
Potrivit lui M. Epuran, performanța presupune:;Un sistem de procese fizice sau psihofizice organizate original pentru rezultate înalte;O sumă de acte motrice simple;Doar manifestarea forței;A
Performanța motrică este condiționată de:;Nivelul capacității motrice și al aptitudinilor;Întâmplare și spontaneitate;Exclusiv condiția genetică;A
În educația fizică și sport, performanța exprimă:;Rezultate aleatorii;Măiestria și îndeplinirea sarcinii la cote înalte;Doar participarea la activitate;B
Sfera independenței funcționale cuprinde:;Acțiuni care vizează deplasarea, îngrijirea personală, activități casnice și profesionale;Doar deprinderi sportive;Exclusiv efort fizic intens;A
Scopul activităților de independență funcțională este:;Menținerea autonomiei în viața cotidiană;Reducerea completă a mobilității;Creșterea dependenței de familie;A
Aceste activități se adresează:;Exclusiv sportivilor;Doar copiilor;Persoanelor cu afecțiuni, traumatisme sau vârstnicilor care au pierdut parțial capacitatea de mișcare;C
Un exemplu concret de deprindere vizată în sfera independenței funcționale este:;Deplasarea cu mijloace de transport;Săriturile de performanță;Aruncarea mingii;A
În domeniul sănătății, exersarea sistematică are rolul de a:;Obosi organismul constant;Întreține și îmbunătăți starea biologică și funcțională a organismului;Reduce capacitatea funcțională;B
Efortul fizic poate fi definit ca:;Simplă mișcare de rutină;O stare pasivă a organismului;Proces de mobilizare a forțelor pentru depășirea unui obstacol;C
Din perspectivă biologică, efortul reprezintă:;Doar o mișcare estetică;O relaxare completă a mușchilor;Un factor predominant biologic ce obligă organismul la manifestări adaptative;C
În teoria antrenamentului, efortul este:;Un proces de învingere conștientă a solicitărilor pentru atingerea unui bun nivel de pregătire;Doar o acțiune mecanică;O stare de repaus;A
Parametrul volumului în efortul fizic se referă la:;Intensitatea contracției musculare;Cantitatea totală de muncă mecanică (repetări, distanțe, timp de lucru);Timpul de somn;B
Intensitatea efortului se exprimă ca:;Timp de odihnă;Nivel de hidratare;Cantitatea de lucru mecanic pe unitatea de timp, reflectând "tăria excitației";C
Învățarea motrică este definită ca:;Un proces de dobândire a capacității de a executa mișcări eficiente prin exersare și experiență;Învățarea teoretică exclusivă;Un proces strict pasiv;A
Una dintre zonele în care operează învățarea motrică este:;Zona de relaxare completă;Zona de percepție auditivă;Zona de identificare a stimulilor;C
Zona de programare a răspunsurilor presupune:;Eliminarea reflexelor;Întărirea comportamentelor negative;Îmbunătățirea parametrilor motorii și a programului motor general;C
În cadrul învățării motrice inteligente, sportivul:;Execută mișcările la întâmplare;Aplică rețete fixe și rigide;Caută permanent soluții optime prin ajustarea parametrilor motori;C
În învățarea motrică, teoria buclei închise presupune:;Executarea mecanică fără implicare;Ignorarea senzațiilor kinestezice;Exersare activă, memorarea senzațiilor și ajustarea mișcării prin feedback;C
Programul motor este:;O schemă variabilă a poziției trunchiului;Un ansamblu de mișcări automate;O structură internă, organizată ierarhic, responsabilă de producerea mișcării;C
În teoria lui Schmidt, programul motor general permite:;Parametrizarea variabilă a mișcării în funcție de acțiunea concretă;Executarea mecanică, identică a mișcărilor;Blocarea flexibilității motorii;A
Parametrii care se atașează programului motor sunt:;Durata, forța contracției, direcția, amplitudinea mișcării;Timpul de reacție și echilibrul;Doar viteza și amplitudinea;A
La fiecare repetare a unei mișcări, subiectul:;Pierde capacitatea de adaptare;Aplică reguli proprii prin care ajustează parametrii;Execută acțiunea identic;B
Memoria implicată în programarea mișcării include:;Doar senzațiile kinestezice;Memoria amintirii și memoria recunoașterii;Exclusiv memoria de scurtă durată;B
Curba exersării reprezintă:;Timpul de recuperare după efort;Un grafic al dezvoltării musculare;Evoluția grafică a rezultatelor obținute prin evaluarea unui element învățat;C
Axa verticală a curbei exersării indică:;Timpul;Numărul de repetări;Nivelul performanței;C
Axa orizontală a curbei exersării indică:;Nivelul de dificultate;Gradul de solicitare musculară;Timpul în care este evaluată performanța;C
Curba exersării permite:;Doar evaluarea finală a competențelor;Ignorarea variațiilor individuale;Observarea progresului sau stagnării în procesul de învățare;C
Caracteristica esențială a curbei exersării este:;Lipsa oricărei legături cu performanța;Reflectarea etapizată și variabilă a progresului;Evidențierea unui progres constant și uniform;B
Educabilitatea motrică desemnează:;Doar achiziția spontană a mișcărilor;Tendința spre efort minim;Capacitatea de a învăța corect și rapid sarcini variate;C
Subiecții cu educabilitate motrică scăzută:;Au performanțe supramediu;Însușesc rapid deprinderile;Întâmpină dificultăți în învățarea unor acțiuni simple;C
Intervalul optim de educabilitate este:;O perioadă din viață în care învățarea motrică produce efecte vizibile și durabile;Faza terminală a procesului de maturizare;Perioada de stagnare a învățării;A
După încheierea intervalului optim de educabilitate:;Achiziția motrică este mai dificilă și mai puțin eficientă;Aptitudinile cresc automat;Învățarea motrică devine imposibilă;A
Consensul dintre factorii genetici și cei de mediu se manifestă:;În absența oricărui antrenament;În intervalul optim de educabilitate;Doar la vârsta adultă;B
Unul dintre tipurile de informații reținute de subiect este:;Date despre condițiile inițiale ale exersării (poziții, greutate, formă);Doar durata totală a efortului;Exclusiv senzațiile tactile;A
Parametrii mișcării pe care subiectul îi reține includ:;Timpul de reacție și echilibrul;Numărul total de repetări;Durata, forța, amplitudinea, direcția;C
Senzațiile resimțite în timpul exersării contribuie la:;Formarea senzației ideale și ajustarea execuției;Excluderea feedback-ului;Scăderea capacității motorii;A
Memoria recunoașterii are rolul de a:;Detecta greșelile în execuție prin informații senzoriale de tip feedback;Bloca învățarea automată;Conserva rigiditatea mișcărilor;A
În procesul de învățare, combinația dintre amintirea mișcării și recunoașterea execuției asigură:;Doar reacții reflexe;Achiziția de soluții motrice optime;Învățarea pasivă;B
În kinesiologie, conceptele științifice sunt importante deoarece:;Asigură doar o denumire estetică;Permit impunerea unui limbaj și a unei structuri logice proprii științei;Sunt opționale în practica profesională;B
Situația sociomotrică implică:;Doar execuții motrice individuale;Izolarea completă a individului;Prezența interacțiunilor și a comunicării practice cu partenerii și adversarii;C
Etnomotricitatea reflectă:;Exclusiv sporturile olimpice;Doar antrenamentele moderne;Practicile motrice dezvoltate în funcție de cultură și mediu social;C
Sarcina motrică este definită ca:;O acțiune liber aleasă;Un ansamblu de condiții materiale și constrângeri ce definesc obiectivul acțiunii;O simplă mișcare reflexă;B
Comportamentul motric poate fi observat prin:;Înregistrarea mișcărilor, filmare, analiza traiectoriilor și a interacțiunilor;Exclusiv prin testare psihologică;Doar prin senzații subiective;A
Conduita motrică exprimă:;Latura interioară, subiectivă a comportamentului motric;Un gest pur mecanic;Doar partea vizibilă a mișcării;A
Motricitatea înseamnă:;Schimbarea poziției corpului în spațiu, în raport cu reperele fixe;O stare permanentă de imobilitate;Doar o reacție la un stimul extern;A
Actul motric reprezintă:;Un gest abstract, nefuncțional;Elementul de bază al oricărei mișcări, realizat în scop adaptativ;Exclusiv o mișcare reflexă;B
Acțiunea motrică presupune:;Doar contractarea unui mușchi;Mișcări complet întâmplătoare;O integrare a factorilor cinematici, energetici și cognitivi;C
Activitatea motrică este:;Un ansamblu de mișcări involuntare;Un sistem organizat de acte și acțiuni motrice, articulate ierarhic;O succesiune de gesturi disparate;B
În cadrul activităților motrice, elementul fundamental este:;Mișcarea necontrolată;Un set de gesturi reflexe;Actul motric, integrat sau nu într-o acțiune complexă;C
Capacitatea motrică poate fi înțeleasă ca:;O simplă moștenire genetică;Doar condiția fizică a individului;Un complex de manifestări morfofuncționale și psihice corelate;C
Termenul de fitness în sens corect desemnează:;O stare de bine funcțională și psihologică, nu doar o ramură competițională;Doar o modă de moment;Exclusiv antrenamentele de forță;A
Aptitudinea motrică este importantă deoarece:;Nu influențează performanța;Se referă doar la mobilitate;Este un substrat al capacității motrice, care favorizează progresul și performanța;C
Calitatea motrică se exprimă prin:;Niveluri diferite ale unor însușiri universale precum viteza, forța, coordonarea, rezistența și mobilitatea;O trăsătură care nu se poate dezvolta;Exclusiv prin forța musculară;A
Performanța motrică se diferențiază de performanța sportivă prin faptul că:;Este o expresie curentă a capacității motrice, nu neapărat un rezultat de excepție;Exprimă doar depășirea recordurilor;Este echivalentă cu rezultatul final;A
Independența funcțională se referă la:;Controlul exclusiv asupra funcțiilor fiziologice;Participarea la competiții sportive;Executarea zilnică a sarcinilor fără ajutor exterior;C
Efortul fizic este definit ca:;Un stimul adaptativ complex ce produce modificări funcționale și structurale;O stare de repaus prelungit;O simplă deplasare a corpului;A
Volumul efortului se exprimă prin:;Timpul de lucru, distanțele parcurse, greutățile manipulate;Exclusiv prin viteza execuției;Numărul total de greșeli;A
Învățarea motrică presupune:;Dobândirea unor deprinderi prin exersare, experiență și adaptare activă;Exclusiv automatizarea mișcărilor;Imitarea pasivă a unui model;A
Motricitatea se manifestă în principal prin:;Procese cognitive;Activități de deplasare sau poziționare a corpului în spațiu;Stări emoționale;B
Situațiile motrice implică:;Doar executarea mișcărilor reflexe;Un ansamblu de condiții externe și interne care influențează acțiunea motrică;Exclusiv factori genetici;B
Datele obiective ale situației motrice pot include:;Preferințele estetice;Forma, dimensiunile și caracteristicile spațiului;Motivația personală;B
Datele subiective ale situației motrice sunt legate de:;Forma obiectelor utilizate;Percepțiile, anticipările și conduita individului;Structura terenului de joc;B
Sarcina motrică are rolul de a:;Încetini procesul de învățare;Orienta acțiunea și a determina comportamentul motric;Blocarea inițiativei individuale;B
Comportamentul motric include:;Ansamblul activităților motrice observabile, voluntare sau involuntare;Exclusiv răspunsuri reflexe;Doar activități conștiente;A
Conduita motrică reprezintă:;Latura subiectivă a comportamentului motric;O simplă activitate de relaxare;Doar mișcările automate;A
Actul motric este:;Un element al activității motrice cu finalitate adaptativă;Exclusiv un răspuns automat;O mișcare fără scop;A
Acțiunea motrică presupune:;Exercitarea presiunii externe;Executarea mecanică a unor mișcări;Integrarea coordonată a actelor motrice într-un scop clar;C
Activitatea motrică are următoarea caracteristică:;Este complet aleatorie;Organizare ierarhică a actelor și acțiunilor motrice;Lipsa oricărei structuri;B
Capacitatea motrică se manifestă prin:;Doar trăsături ereditare;Calități și aptitudini ce permit adaptarea la cerințele motrice;Răspunsuri involuntare;B
Aptitudinea motrică diferă de capacitatea motrică prin faptul că:;Este un potențial preexistent, în timp ce capacitatea se exprimă prin manifestare concretă;Nu are legătură cu performanța;Se dezvoltă doar în sportul de performanță;A
Calitățile motrice de bază includ:;Exclusiv coordonarea;Viteza, forța, rezistența, coordonarea, mobilitatea;Doar abilitățile cognitive;B
Fitness-ul poate fi înțeles corect ca:;Un concept exclusiv estetic;Stare de bine care permite desfășurarea activităților zilnice și reduce riscul de îmbolnăvire;Doar exerciții de forță;B
Performanța motrică este influențată de:;Capacitatea motrică și aptitudinile specifice;Lipsa experienței;Exclusiv de factorii genetici;A
Independența funcțională presupune:;Doar participarea la sport de performanță;Executarea acțiunilor zilnice fără ajutor din exterior;Creșterea dependenței de familie;B
Efortul fizic determină:;Modificări adaptative funcționale și structurale;Un efect permanent negativ;Scăderea progresivă a capacității organismului;A
Volumul efortului fizic este dat de:;Cantitatea totală de muncă mecanică efectuată;Timpul petrecut în repaus;Numărul de greșeli comise;A
Învățarea motrică implică:;Un proces exclusiv spontan;Învățare pasivă, mecanică;Exersare activă, adaptare și proces de dobândire a deprinderilor;C
Curba exersării este utilă pentru:;Evitarea exersării regulate;Încetinirea adaptării motrice;Monitorizarea progresului și ajustarea procesului de învățare;C
