Ce metodă de dezvoltare a forței implică progresia cu rezistență?;Tehnica De Lome Watkins;Exerciții pasive;Tehnica Oxford;A
Ce metodă implică exerciții rezistive regresive?;Stretching izometric;Tehnica Oxford;Tehnica De Lome Watkins;B
Ce tip de exerciții se folosesc pentru creșterea rezistenței musculare?;Doar mobilizări pasive;Exerciții cu intensitate joasă și număr mare de repetări;Exerciții scurte și intense;B
Ce înseamnă EMS?;Exercițiul static izometric;Exercițiul de mobilizare pasivă;Exercițiul maximal scurt;C
Ce recomandare există pentru exercițiile utilizate într-un program?;Să evite implicarea musculară generală;Să antreneze cât mai multe unități motorii;Să fie exclusiv pentru un singur segment;B
Ce se urmărește în programele de recuperare prin sport terapeutic?;Îmbunătățirea mobilității și tonusului psihic;Reducerea forței musculare;Limitarea mișcărilor;A
Ce contribuie la reintegrarea rapidă în activitățile cotidiene?;Utilizarea gesturilor motrice ADL;Exercițiile pasive continue;Reducerea completă a efortului;A
Ce efect au mobilizările active cu rezistență?;Slăbesc musculatura;Limitează amplitudinea;Facilitează mișcarea segmentului lezat;C
Ce implică metoda sportului terapeutic?;Exerciții exclusive cu greutăți;Doar stretching pasiv;Exerciții din diverse sporturi pentru recuperare;C
Ce permite masurarea amplitudinii articulare?;Determinarea greutății;Cuantificarea limitărilor și deviațiilor articulare;Aprecierea înălțimii;B
Cu ce se poate evalua nivelul de afectare permanentă în bolile cronice?;Amplitudinea articulară;Indicele de masă corporală;Tensiunea arterială;A
Ce metode directe se folosesc pentru masurarea unghiurilor articulare?;Electromiografia;Goniometria și inclinometria manuală;Radiografia;B
Cum se poate atinge amplitudinea maximă de mișcare?;Exclusiv prin contracții izometrice;Prin mișcare activă sau pasivă;Doar prin mișcare pasivă;B
În general, amplitudinea mișcării pasive este:;Inferioară celei active;Superioară celei active;Egală cu cea activă;B
Ce permite evaluarea potențialului motor al individului?;Anamneza;Metodele directe de măsurare;Doar testarea reflexelor;B
Ce caracterizează goniometria?;Metodă facilă, reproductibilă, bazată pe repere anatomice;Metodă invazivă, dificilă;Procedură radiologică;A
Din ce este compus un goniometru clasic?;Doar o riglă flexibilă;Bază magnetică și ax rotativ;Raportor sau cerc și două brațe;C
În cadrul măsurătorilor, poziția de referință este:;Poziția de efort maxim;Poziția cu segmentul complet întins;Poziția zero anatomică sau poziția preferată;C
În ce planuri se execută mișcările ce urmează a fi evaluate?;Exclusiv în plan sagital;Doar în plan frontal;Frontal, sagital sau transversal;C
Ce condiții trebuie respectate la goniometrie?;Poziția comodă și relaxată a subiectului;Contractia musculară permanentă;Poziția forțată a segmentului;A
Unde se plasează raportorul în timpul măsurătorii?;În afara axului de mișcare;În planul mișcării;Pe partea opusă segmentului;B
Axul goniometrului se poziționează:;La nivelul articulației opuse;Pe segmentul mobil;În axul biomecanic al mișcării;C
Cum se plasează brațele goniometrului?;Paralel cu axele longitudinale ale segmentelor;În unghi de 90° față de segment;Perpendicular pe articulație;A
Ce braț al goniometrului se fixează pe segmentul de referință?;Brațul fix;Brațul mobil;Ambele brațe;A
Cum se aliniază brațul mobil?;Pe segmentul de referință;Pe segmentul mobil, urmărind mișcarea;Se fixează rigid;B
Cum trebuie aplicat goniometrul pe segmente?;Ușor, fără a limita mișcarea;Cu presiune mare;Rigid, pentru stabilitate;A
Ce tip de mobilizare permite valori mai mari ale amplitudinii?;Mobilizarea activă;Mobilizarea pasivă;Mobilizarea izometrică;B
În cazul mobilizărilor active, cine execută mișcarea?;Dispozitivul mecanic;Subiectul;Kinetoterapeutul;B
Ce unitate de măsură se folosește pentru amplitudinea articulară?;Milimetri;Centițrimetri;Grade (0-180°);C
Care este rolul inclinometrului mecanic?;Indică constant verticala și înclinarea;Testează echilibrul static;Măsoară forța musculară;A
Ce precizie are inclinometrul mecanic?;De ordinul a 0,1°;De ordinul a 10°;De ordinul a 2°;C
Care este rolul bazei inclinometrului?;Permite rotația liberă;Conferă stabilitate;Limitează mișcarea;B
Ce permit cele două coloane culisante ale bazei?;Măsurarea amplitudinii de mișcare în articulații mici;Evaluarea posturii;Controlul tonusului muscular;A
Cum se transformă inclinometrul în goniometru cu braț?;Prin fixarea unui braț telescopic de fiecare parte a bazei;Prin adăugarea unei greutăți;Prin atașarea unui scripete;A
Comparativ cu goniometria, metoda inclinometriei este:;Mai rapidă și mai simplă;Mai lentă și mai complexă;Exclusiv pentru articulații mari;A
Ce evaluează inclinometria, pe lângă amplitudinea articulară?;Durata contracției;Limita finală a cursei de mișcare;Tonusul muscular;B
Ce reprezintă clinometrul?;Test de echilibru;Dispozitiv de măsurare a forței;Tip de inclinometru pentru articulații radioulnare;C
Cum pot fi înregistrate electronic unghiurile de mișcare?;Doar cu rigle clasice;Exclusiv prin observație vizuală;Cu goniometre digitale prevăzute cu senzori;C
Ce element are un goniometru digital?;Coloană telescopică;Bază de susținere;Ecran de afișare a valorilor;C
Ce permite transmitatorul wireless incorporat?;Monitorizarea ritmului cardiac;Conectarea la computer;Măsurarea tensiunii arteriale;B
Cum poate pacientul urmări evoluția sub tratament?;Prin observație vizuală externă;Prin afișarea valorilor și a abaterilor pe monitor;Doar prin palparea segmentului afectat;B
Ce avantaje oferă dublul inclinometru digital?;Măsoară simultan amplitudinea mișcării pereche cu o eroare de 0,1°;Funcționează doar pe articulațiile mari;Este ușor de transportat dar imprecis;A
Care este principalul dezavantaj al inclinometrului digital?;Este imposibil de utilizat la persoanele vârstnice;Nu poate fi utilizat pe articulații mici;Necesită calibrare la fiecare utilizare;C
Cum se realizează calibrarea inclinometrului digital?;Se calibrează automat printr-un senzor GPS;În funcție de un reper vertical sau orizontal sigur;Doar cu ajutorul unui specialist IT;B
Ce se întâmplă cu masa musculară odată cu înaintarea în vârstă?;Rămâne constantă indiferent de vârstă;Crește datorită uzurii mecanice;Scade progresiv, în special la fibrele de tip II;C
Ce modificări biochimice apar la vârstnici conform studiilor?;Creștere a sintezei proteice;Scădere a enzimelor glicolitice;Creștere a masei musculare;B
Ce a observat Simonson privind scăderea forței musculare?;Scade uniform la toate grupele musculare;Scade mai mult la membrele inferioare comparativ cu cele superioare;Scade doar la biceps;B
Ce concluzie a tras Danneskiold-Samsoe despre forța de prehensiune?;Este mai puțin afectată de vârstă;Este complet pierdută la vârstnici;Crește odată cu înaintarea în vârstă;A
Cum influențează dimorfismul sexual forța musculară?;Dimorfismul nu influențează forța;Femeile au întotdeauna forță musculară mai mare;La aceeași vârstă, forța e mai mare la bărbați cu 30-80%;C
Cât de mare este în medie forța la femei comparativ cu bărbații în jumătatea superioară a corpului?;Cu 30% mai mică;Cu aproximativ 50% mai mică;Egală;B
Ce s-a constatat privind forța musculară la femei în premenopauză?;Scade până la nivelul bărbaților peste 70 de ani;Rămâne constantă;Crește semnificativ;A
Cu ce este corelată scăderea forței în premenopauză?;Scăderea densității osoase;Creșterea elasticității musculare;Creșterea masei musculare;A
De ce se consideră masa musculară importantă?;Este invers proporțională cu forța;Nu influențează deloc forța;Este direct proporțională cu forța dinamică;C
Ce factor important influențează forța, indiferent de vârstă?;Consumul zilnic de apă;Timpul de somn;Nivelul de activitate fizică;C
Ce indicator evidențiază legătura dintre activitatea fizică și forță?;Indicele glicemic;VO2 max;Tensiunea arterială;B
Cum poate fi dezvoltată forța musculară la vârstnici?;Prin repaus prelungit;Doar prin alimentație;Prin exerciții adaptate;C
Cum se produce forța musculară maximă?;Doar prin contracții pasive;Prin contracție voluntară indiferent de condiții;Exclusiv prin stimulare electrică;B
Ce tipuri de contracții pot genera forță?;Doar pasivă;Isometrică sau izotonică (concentrică sau excentrică);Doar isometrică;B
Ce condiție este esențială pentru evaluarea corectă a forței?;Originea mușchiului să fie suficient de stabilă;Examinarea în condiții de oboseală;Subiectul să stea în picioare;A
Ce efect are instabilitatea corpului asupra evaluării forței?;Subestimare sau supraestimare a forței reale;Crește forța musculară;Nu influențează rezultatul;A
Ce poate duce la subestimarea forței reale?;Exerciții izometrice regulate;Limitarea forței mușchilor trunchiului;Supracontractarea mușchilor;B
Ce determină supraestimarea forței reale?;Relaxarea completă a segmentului;Substituirea mușchilor slabi de către cei puternici;Exerciții statice intense;B
Ce alt factor influențează veridicitatea testării?;Gradul de familiaritate a subiectului cu testul;Greutatea corporală;Numărul de fibre musculare;A
Ce influență au forțele de inerție în timpul testării?;Fac testul mai precis;Nu influențează testul;Pot altera rezultatele testului;C
Ce parametru tehnic influențează evaluarea forței?;Temperatura ambientală;Poziția segmentului testat;Etalonarea dinamometrului;C
Care factori ambientali pot afecta testarea forței?;Greutatea subiectului;Durata somnului;Zgomotul și temperatura;C
Cum poate fi influențată forța de starea subiectului?;Prin dieta de cu o zi înainte;Prin hidratarea exclusivă;Prin starea psiho-fizică la momentul testului;C
Cum se realizează evaluarea forței musculare?;Exclusiv prin electromiografie;Doar prin palpare;Prin metode obiective și subiective, clasice și moderne;C
Prin ce metodă clasică se estimează forța musculară?;Perimetrie;Ecografie;Testarea reflexelor;A
Care este o limitare a perimetriei în evaluarea forței?;Este prea precisă pentru uz clinic;Necesită aparatură costisitoare;Nu poate evalua toți mușchii, precum cei ai umărului;C
Ce metodă subiectivă de evaluare a forței musculare se folosește frecvent?;Testarea musculară manuală;Ecografia musculară;Electromiografia;A
Pentru ce tip de pacienți este recomandată testarea musculară manuală?;Copii sub 3 ani;Persoane sedentare;Sportivi de performanță;B
Ce implică evaluarea musculară globală?;Testarea unui singur mușchi;Explorarea grupelor musculare cu acțiuni principale comune;Examinarea doar a tendonului;B
Cum se realizează evaluarea musculară analitică?;Doar prin palpare;Prin poziții și manevre specifice;Prin observarea mișcării spontane;B
Ce a revoluționat Charles Roger în testarea forței?;Tehnica cu trei teste și scala de 11 trepte;Folosirea strictă a perimetriei;Introducerea testelor prin RMN;A
Pe ce se bazează tehnica Lovett și Martin?;Utilizarea gravitației ca factor facilitator sau rezistiv;Evaluarea doar în poziție de decubit dorsal;Testarea izometrică exclusivă;A
Ce valoare corespunde unui mușchi fără contracție evidentă?;f3;f5;f0;C
La ce nivel se situează mușchiul care poate mobiliza segmentul doar prin eliminarea gravitației?;f2;f5;f4;A
Ce corespunde nivelului f3 pe scala de evaluare?;Mișcare asistată de terapeut;Doar palparea contracției;Mișcare completă împotriva gravitației, fără alte rezistențe;C
Ce indică nivelul f5 pe scala de evaluare?;Forță normală, mobilizare completă împotriva rezistenței maxime;Mobilizare parțială;Mișcare limitată în amplitudine;A
Ce au introdus cercetătorii americani Smith și colaboratorii?;Semnele (+) și (-) pentru nuanțarea forței;Scala de 20 trepte;Testarea exclusivă a mușchilor mari;A
Cum se testează forțele f1 și f2?;Doar în picioare;Din poziții de descărcare (fără gravitație);Exclusiv în poziții antigravitaționale;B
Ce poziții se folosesc pentru testarea forțelor f3, f4 și f5?;Poziții în suspensie;Poziții de relaxare completă;Poziții antigravitaționale;C
Ce procent din forța normală corespunde nivelului f2?;75%;50%;25%;C
Ce presupune testarea forței musculare dinamice?;Palparea segmentelor;Observarea mersului;Determinarea capacității de a ridica greutăți;C
Ce tip de mișcare se recomandă la testarea efortului maxim?;În plan orizontal;Pe verticală, împotriva gravitației;În poziție de repaus;B
Cum se notează ridicarea unei greutăți o singură dată?;1 R.M. sau 1 r.m.;f5;10 R.M.;A
Câte repetări sunt recomandate în testarea propusă de De Lorme?;10;5;15;A
Ce oferă date mai fidele privind forța maximă?;Testarea prin observație vizuală;O singură ridicare corectă;Serii de 20 repetări;B
Ce presupune testarea efortului submaximal?;Testarea pasivă;Repetarea mișcării cu rezistență ușoară;Ridicarea greutății o singură dată;B
Cum se apreciază progresul în testarea submaximală?;Prin creșterea numărului de repetări;Prin eliminarea greutății;Prin reducerea amplitudinii;A
Cum se numesc testele dinamice variabile?;Teste cu greutăți ridicate non-vertical;Teste exclusive pe verticală;Teste izometrice;A
Ce metodă este considerată imprecisă de unii specialiști?;Evaluarea exclusivă prin palpare;Testarea statică;Ridicarea greutăților cu rezistență dinamică variabilă;C
Ce trebuie controlat la testele cu greutăți variabile?;Viteza mișcării;Greutatea subiectului;Temperatura ambientală;A
Ce presupune testarea dinamică specială?;Ridicarea greutăților din poziții variate;Observarea exclusivă a mișcării;Evaluarea statică în decubit ventral;A
Cum se testează forța explozivă a membrelor?;Prin perimetrie;Prin contracții izometrice;Prin testarea detentei;C
Ce implică testarea detentei?;Mers prelungit;Mișcări lente în decubit dorsal;Sărituri pe orizontală sau verticală;C
Ce condiții sunt necesare pentru testarea detentei?;Forță musculară bună și tehnică adecvată;Doar poziție corectă;Repaus muscular prelungit;A
Ce instrument permite testarea rapidă a detentei?;Scara de testare;Bicicleta ergometrică;Covorul ergo jump;C
Ce tip de efort implică majoritatea acțiunilor motrice curente?;Efort pasiv;Efort pliometric;Efort izometric;B
Ce metodă permite evaluarea precisă a forței izometrice?;Testul VO2 max;Ecografia musculară;Dinamometria;C
Care este unitatea de măsură utilizată în dinamometrie?;Procentajul de grăsime corporală;Kilogramul-forță;Metrii pe secundă;B
Ce grupe musculare se pot evalua ușor prin dinamometrie?;Mușchii faciali;Mușchii fesieri exclusiv;Flexorii mâinii și ai degetelor, regiunea scapulară și lombară;C
Ce tipuri de dinamometre pot fi utilizate?;Pneumatice, prin tracțiune, digitale;Doar mecanice;Doar cu apă;A
Cum oferă dinamometria informații și despre procese neuropsihice?;Prin relația forței maxime cu capacitatea de concentrare și motivație;Prin testarea doar a reflexelor;Prin măsurarea pulsului;A
De ce rezultatele testării trebuie realizate la același unghi articular?;Pentru a obține rezultate doar vizuale;Pentru a permite comparații valide;Pentru a elimina gravitația;B
Ce influențează performanța musculară în funcție de poziția articulară?;Relația lungime-tensiune și existența mușchilor antagoniști;Temperatura ambientală;Numărul de fibre musculare;A
Cum se pot obține curbe de forță comparabile cu testele dinamice computerizate?;Prin determinări la diferite lungimi musculare;Prin masurarea diametrului muscular;Prin simplă observare;A
De ce se recomandă dinamometria repetată la intervale de timp?;Pentru a măsura ritmul cardiac;Pentru a evalua corect câștigurile de forță;Pentru a urmări scăderea greutății;B
Ce pot indica scăderile de forță asociate nedepistate?;Creșterea mobilității;Exerciții eficiente;Focare de infecție;C
Ce se măsoară în mod obișnuit prin dinamometrie?;Forța flexorilor mâinii, scapulară și lombară;Activitatea cerebrală;Forța mușchilor oculari;A
Care este valoarea optimă a indicelui de forță a degetelor la femei?;25% din greutatea corporală;50% din greutatea corporală;100% din greutatea corporală;B
Care este valoarea optimă a indicelui de forță scapulară la bărbați?;30% din greutatea corporală;75% din greutatea corporală;50% din greutatea corporală;B
Care este valoarea optimă a indicelui lombar la bărbați?;75% din greutatea corporală;180-200% din greutatea corporală;120-150% din greutatea corporală;B
Care sunt valorile normale ale indicelui de forță global raportat la greutate?;1,5 - 2,0;0,3 - 0,5;0,7 - 1,0;C
Cum se raportează indicele global la masa activă în sporturile de forță?;Este apropiat de limitele superioare;Nu se utilizează;Este mai mic decât 0,3;A
Care este o limitare a dinamometriei?;Evaluează doar mușchii mari;Măsoară greșit în poziție verticală;Evaluează doar forța statică;C
De ce trebuie testată forța în mai multe poziții?;Pentru a concluziona corect asupra dinamicii forței;Pentru a elimina complet gravitația;Pentru a relaxa mușchii;A
Ce reprezintă dinamometria izokinetică?;Metodă modernă pentru evaluarea și reeducarea forței musculare;Testul manual al forței;Măsurarea diametrului muscular;A
Cum se comportă forța în timpul unei mișcări cu viteza constantă?;Rămâne constantă indiferent de poziție;Variază în funcție de brațul pârghiei articulare;Crește progresiv automat;B
Ce asigură dinamometria izokinetică?;Mișcare pasivă completă;Mișcare cu viteză constantă și rezistență adaptabilă;Doar contracție izometrică;B
La cererea cui a fost conceput dinamometrul izokinetic?;Federației Internaționale de Atletism;Ministerul Sănătății;NASA;C
De ce a cerut NASA dezvoltarea unui dinamometru izokinetic?;Pentru evaluarea atrofiei musculare la astronauți;Pentru testarea reflexelor;Pentru determinarea greutății corporale;A
Cine a conturat principiile dinamometrului izokinetic?;De Lorme și Martin;Lovett și Spencer;J. Perrine și Hislop;C
Care a fost primul aparat de acest tip?;Biodex în 1980;CybeX în 1970;Bosco Jump în 1965;B
Ce permite aparatul izokinetic CybeX?;Doar observarea contracției;Măsurarea în timp real a tuturor variabilelor mișcării;Testarea exclusiv a mușchilor mari;B
Cum trebuie menținută direcția în timpul testării izokinetice?;Aleatorie;Corectă, pentru o mișcare uniformă;Perpendiculară pe sol;B
De ce este importantă rezistența autoadaptabilă în testarea izokinetică?;Pentru a bloca complet segmentul;Pentru ca mișcarea să fie executată uniform;Pentru a reduce intensitatea efortului;B
Cum variază forța în timpul mișcării cu aparatul izokinetic?;În funcție de brațul pârghiei articulare;Este constantă indiferent de poziție;Este nulă în poziția de start;A
